,points,price,province,variety,winery,Year
43238,93,43.0,Piemonte,Nebbiolo,Piazzo Armando,2007
43239,90,28.0,Oregon,Chardonnay,Iris Vineyards,2014
43240,90,30.0,Oregon,Pinot Noir,J. Christopher,2013
43241,90,95.0,California,Cabernet Sauvignon,Frisson Wines,2012
43242,90,40.0,California,Red Blend,Gallegos,2012
43244,90,26.0,California,Chardonnay,Geyser Peak,2013
43245,90,56.0,California,Chardonnay,Bacigalupi,2014
43246,90,52.0,California,Chardonnay,Bennett Lane,2013
43247,90,34.0,California,White Blend,Bennett Lane,2014
43252,90,28.0,Tuscany,Red Blend,Castello della Paneretta,2012
43258,90,37.0,California,Zinfandel,Ravenswood,2013
43259,90,65.0,Oregon,Pinot Noir,Rex Hill,2013
43260,90,28.0,Tuscany,Red Blend,Rignana,2013
43262,90,40.0,California,Zinfandel,Rock Wall,2013
43263,90,36.0,Tuscany,Red Blend,Ruffino,2011
43264,90,39.0,California,Sparkling Blend,Schramsberg,2012
43267,90,26.0,California,Pinot Gris,Donkey & Goat,2014
43268,90,32.0,Oregon,Tempranillo,Abacela,2013
43269,93,14.0,California,Viognier,Novy,2006
43270,93,35.0,Tuscany,Red Blend,Pratesi,2005
43272,93,81.0,Tuscany,Red Blend,Castello Banfi,2004
43273,93,55.0,Tuscany,Merlot,Castello di Bossi,2003
43276,93,55.0,California,Cabernet Sauvignon,Dry Creek Vineyard,2003
43277,93,17.0,California,Sauvignon Blanc,Dutton Estate,2006
43278,93,60.0,Tuscany,Merlot,Marchesi de' Frescobaldi,2004
43280,92,40.0,Tuscany,Red Blend,Uccelliera,2004
43282,92,35.0,California,Cabernet Sauvignon,Clos Pegase,2004
43283,92,68.0,Tuscany,Red Blend,Col d'Orcia,2003
43284,92,36.0,Tuscany,Red Blend,Fuligni,2005
43285,92,75.0,California,Cabernet Sauvignon,Anomaly,2004
43287,92,90.0,California,Cabernet Sauvignon,Beringer,2004
43288,92,55.0,Tuscany,Red Blend,Caiarossa,2004
43292,92,60.0,California,Zinfandel,Rancho Zabaco,2005
43293,92,35.0,Tuscany,Red Blend,Renieri,2004
43294,92,49.0,Tuscany,Red Blend,San Fabiano Calcinaia,2004
43298,92,45.0,Tuscany,Red Blend,Tenuta Sette Ponti,2005
43299,87,36.0,Washington,Red Blend,Maryhill,2014
43300,87,44.0,Washington,Zinfandel,Maryhill,2014
43302,87,14.0,California,Cabernet Sauvignon,Michael Sullberg,2015
43303,87,22.0,Tuscany,White Blend,Olivi,2015
43305,87,32.0,California,Malbec,Rancho Sisquoc,2015
43306,87,20.0,California,Chardonnay,Rock Wall,2016
43309,87,88.0,California,Cabernet Sauvignon,SÃ©amus Wines,2012
43310,87,20.0,California,Vermentino,Tanner,2014
43318,87,20.0,California,RhÃ´ne-style Red Blend,Bella Grace,2015
43319,87,14.0,California,Chardonnay,Bliss,2016
43321,87,40.0,Piemonte,Nebbiolo,CarlindePaolo,2013
43324,87,12.0,Washington,Sangiovese,Cavatappi,2015
43329,85,12.0,California,Sauvignon Blanc,Tortoise Creek,2015
43335,85,22.0,Alsace,Riesling,Domaine Saint-RÃ©my,2015
43349,85,20.0,Tuscany,Sangiovese,Bonacchi,2014
43355,85,18.0,Tuscany,Sangiovese,La Colombina,2014
43358,85,44.0,California,Zinfandel,Gracianna,2014
43359,84,35.0,California,Cabernet Sauvignon,Spann Vineyards,2007
43360,84,17.0,California,Chardonnay,Stickybeak,2011
43366,84,12.0,California,Zinfandel,Four Vines,2010
43370,84,16.0,California,White Blend,X,2012
43374,84,36.0,California,Pinot Noir,Kendric,2010
43375,84,13.0,California,Chardonnay,La Merika,2011
43376,84,16.0,California,Chardonnay,Michael David,2012
43379,84,18.0,California,Pinot Gris,Balletto,2012
43381,84,28.0,California,Merlot,Clos La Chance,2010
43382,84,11.0,California,Cabernet Sauvignon,Coastline,2012
43389,87,17.0,Washington,Cabernet Sauvignon,Diversion,2013
43391,87,15.0,California,Merlot,Edna Valley Vineyard,2013
43393,87,45.0,Tuscany,Sangiovese,Fattoria della Talosa,2011
43394,87,22.0,California,Cabernet Sauvignon,Folie Ã  Deux,2012
43397,87,16.0,Tuscany,Vermentino,Mazzei,2013
43399,87,17.0,Tuscany,Red Blend,Morisfarms,2013
43402,87,35.0,New York,Merlot,Osprey's Dominion,2010
43406,87,40.0,Washington,Syrah,Ross Andrew,2010
43407,87,10.0,Washington,Red Blend,Sagelands,2013
43408,87,46.0,California,Pinot Noir,Sonoma-Cutrer,2012
43410,87,29.0,California,Zinfandel,The Federalist,2013
43414,87,20.0,Tuscany,Red Blend,Colle Spinello,2013
43415,87,16.0,Washington,Cabernet Sauvignon,Columbia Winery,2013
43418,87,58.0,Burgundy,Chardonnay,Domaine de Bellene,2012
43419,91,54.0,California,Pinot Noir,Loring Wine Company,2015
43420,91,10.0,Oregon,Riesling,Lujon,2015
43421,91,48.0,California,Grenache,Palumbo Family Vineyards,2013
43423,91,39.0,California,Pinot Noir,Phillips Hill,2015
43425,91,29.0,California,Tempranillo,Straight Line,2013
43427,91,69.0,Tuscany,Sangiovese,Tenute Silvio Nardi,2012
43428,91,62.0,California,Pinot Noir,Alma Fria,2014
43429,91,66.0,California,Red Blend,Ascension Cellars,2013
43430,91,28.0,California,Syrah,Baker Lane,2013
43431,91,58.0,Tuscany,Sangiovese,Capanna,2012
43432,91,60.0,Tuscany,Sangiovese,Carpineto,2012
43433,91,65.0,Tuscany,Red Blend,Castello di Bolgheri,2013
43437,91,35.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau d'Agassac,2014
43441,91,30.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Larrivet Haut-Brion,2014
43444,91,40.0,California,Red Blend,Clos du Bois,2013
43446,91,35.0,California,Pinot Noir,Davis Bynum,2014
43447,91,30.0,California,Syrah,DeTierra Vineyards,2014
43448,91,35.0,Alsace,GewÃ¼rztraminer,Domaine Charles Baur,2014
43449,91,28.0,Alsace,Riesling,Dopff & Irion,2011
43450,91,31.0,California,Sauvignon Blanc,Eric Kent,2015
43452,84,13.0,California,Viognier,Thornton,2000
43456,83,24.0,California,Cabernet Franc,McIlroy,1999
43457,83,10.0,Washington,Chardonnay,Hyatt,2000
43459,83,10.0,California,Syrah,Stonehedge,2000
43463,83,9.0,Tuscany,Sangiovese,Marchesi de' Frescobaldi,2000
43466,83,10.0,California,Pinot Grigio,Forest Glen,2000
43474,83,18.0,Washington,Syrah,Hyatt,2000
43475,83,22.0,California,Cabernet Sauvignon,Midnight,1999
43478,89,100.0,Oregon,Pinot Noir,Sokol Blosser,2012
43486,89,37.0,Burgundy,Pinot Noir,Domaine Ninot,2013
43487,89,28.0,California,Red Blend,Elyse,2012
43490,89,25.0,California,Merlot,Four Sisters Ranch,2011
43493,89,22.0,California,Sauvignon Blanc,Barton,2014
43494,89,14.0,Alsace,Pinot Blanc,Boeckel,2015
43496,89,32.0,California,Chardonnay,Carter Estate,2012
43499,89,25.0,Oregon,Chardonnay,Adelsheim,2014
43503,89,27.0,Sicilia,Red Blend,Cantina Santadi,2012
43505,89,26.0,Alsace,Pinot Blanc,Domaine BarmÃ¨s-Buecher,2014
43506,89,35.0,Burgundy,Chardonnay,Domaine Faiveley,2014
43507,89,55.0,Burgundy,Pinot Noir,Domaine Huguenot,2014
43511,87,39.0,California,Cabernet Sauvignon,Cooper-Garrod,2008
43512,87,25.0,Alsace,Pinot Gris,Helfrich,2011
43513,87,25.0,California,Merlot,Kenwood,2011
43514,87,17.0,Alsace,Pinot Blanc,Kuentz-Bas,2012
43516,87,50.0,Piemonte,Nebbiolo,Orlando Abrigo,2009
43518,87,49.0,Piemonte,Nebbiolo,Pelissero,2011
43520,87,25.0,California,Cabernet Sauvignon,Sextant,2012
43522,87,35.0,Washington,Cabernet Sauvignon,Waterbrook,2012
43526,87,94.0,Piemonte,Nebbiolo,Ca'RomÃ¨,2011
43528,87,12.0,Aquitaine,RosÃ©,ChÃ¢teau Briot,2013
43530,87,38.0,Piemonte,Nebbiolo,Tenuta Carretta,2010
43531,87,37.0,Washington,Merlot,Browne Family Vineyards,2011
43534,90,15.0,Alsace,Pinot Gris,Ruhlmann,2015
43535,90,50.0,Oregon,Sparkling Blend,Seufert,2011
43536,90,20.0,Washington,Bordeaux-style Red Blend,Soos Creek,2014
43537,90,30.0,Oregon,Pinot Noir,Stoller,2015
43538,90,25.0,Oregon,Chardonnay,Stoller,2016
43539,90,50.0,Washington,Bordeaux-style Red Blend,Swiftwater Cellars,2014
43541,90,35.0,California,Red Blend,Terra d'Oro,2013
43542,90,24.0,California,Chardonnay,Treana,2015
43543,90,36.0,Oregon,Chardonnay,Trisaetum,2015
43549,90,65.0,California,Chardonnay,Williams Selyem,2015
43551,90,18.0,Alsace,Riesling,Wolfberger,2016
43560,90,45.0,California,Zinfandel,Rock Wall,2015
43561,90,55.0,California,Cabernet Sauvignon,Rombauer,2014
43562,90,18.0,Alsace,GewÃ¼rztraminer,Ruhlmann,2015
43563,90,15.0,New York,Riesling,Inspire Moore,2014
43564,90,20.0,California,Pinot Noir,Kendall-Jackson,2013
43565,90,15.0,California,Pinot Gris,Kendall-Jackson,2014
43566,90,16.0,New York,Riesling,Knapp,2014
43567,90,28.0,California,Chardonnay,Kokomo,2013
43569,90,48.0,California,Bordeaux-style Red Blend,Lancaster,2012
43570,90,45.0,Washington,Cabernet Sauvignon,Va Piano,2012
43571,90,80.0,California,Cabernet Sauvignon,Y Rousseau,2012
43572,90,26.0,New York,Riesling,The Grapes of Roth,2014
43573,90,44.0,California,Pinot Noir,The Withers Winery,2013
43575,90,38.0,California,Cabernet Sauvignon,Truchard,2012
43577,90,60.0,California,Pinot Noir,Lutum,2013
43578,90,30.0,New York,Pinot Noir,McGregor,2010
43579,90,45.0,Tuscany,Red Blend,Michele Satta,2011
43580,90,15.0,California,Pinot Grigio,Monte Volpe,2013
43581,90,65.0,Piemonte,Nebbiolo,Palladino,2011
43582,90,65.0,California,Cabernet Sauvignon,Paradise Ridge,2012
43584,90,39.0,Piemonte,Nebbiolo,Albino Rocca,2012
43585,90,38.0,Tuscany,Red Blend,Amantis,2011
43586,90,24.0,Washington,Grenache,Ambassador Vineyard,2012
43587,90,25.0,Washington,Bordeaux-style Red Blend,Ancestry,2012
43588,90,40.0,Washington,MourvÃ¨dre,Ardor,2012
43589,90,36.0,Washington,RhÃ´ne-style Red Blend,Bunnell,2010
43590,90,29.0,California,Cabernet Sauvignon,Cedarville Vineyard,2010
43596,84,24.0,California,Sauvignon Blanc,Envy,2013
43598,84,18.0,California,Sauvignon Blanc,Rutherford Ranch,2014
43599,84,9.0,Washington,Riesling,StoneCap,2013
43601,84,17.0,Burgundy,Chardonnay,Vignerons de Buxy,2013
43606,84,8.0,Tuscany,Red Blend,Castellani,2013
43608,84,26.0,Burgundy,Chardonnay,Louis Jadot,2013
43619,84,11.0,California,Pinot Noir,Cupcake,2012
43621,84,20.0,California,Zinfandel,Kunde,2012
43626,84,25.0,Burgundy,Chardonnay,Domaine Saumaize-Michelin,2013
43629,84,22.0,Burgundy,Chardonnay,Georges Duboeuf,2013
43653,84,12.0,California,Sauvignon Blanc,Stephen Vincent,2013
43654,89,18.0,California,Viognier,Wild Horse,2011
43657,89,18.0,New York,RosÃ©,Paumanok,2011
43659,89,65.0,California,Merlot,Rutherford Hill,2008
43660,89,40.0,California,Zinfandel,Schulz,2009
43661,89,22.0,California,Pinot Grigio,Seghesio,2011
43664,89,52.0,California,Pinot Noir,Keller,2009
43666,89,15.0,Washington,Chardonnay,Mercer,2010
43667,89,25.0,Washington,Syrah,Milbrandt,2009
43670,89,28.0,Washington,Cabernet Sauvignon,Tulpen,2008
43671,89,45.0,California,Red Blend,VinRoc,2009
43672,89,41.0,Piemonte,Nebbiolo,Barale Fratelli,2009
43673,89,25.0,New York,White Blend,Bedell,2010
43675,89,46.0,California,Pinot Noir,Bruliam,2010
43678,89,46.0,Piemonte,Nebbiolo,Veglio,2007
43679,84,18.0,Burgundy,Chardonnay,Joseph Drouhin,2014
43692,84,28.0,Burgundy,Chardonnay,Bouchard AÃ®nÃ© et Fils,2014
43695,84,12.0,Burgundy,Chardonnay,Jean-Luc and Paul Aegerter,2014
43708,96,100.0,Oregon,Pinot Noir,Styring,2012
43711,96,48.0,California,Sparkling Blend,Roederer Estate,2005
43713,95,75.0,California,Cabernet Sauvignon,Hoopes,2012
43715,95,100.0,Oregon,Pinot Noir,Archery Summit,2012
43723,95,75.0,Tuscany,Sangiovese,Michele Satta,2008
43727,95,85.0,Oregon,Chardonnay,BergstrÃ¶m,2013
43728,95,60.0,California,Cabernet Sauvignon,Liparita,2012
43729,95,48.0,California,Pinot Noir,Kynsi,2011
43732,94,55.0,California,Cabernet Sauvignon,Justin,2012
43733,94,49.0,California,Pinot Noir,MacPhail,2012
43736,94,60.0,California,Sparkling Blend,Mumm Napa,2008
43740,91,32.0,California,Pinot Noir,Friedeman,2013
43751,91,38.0,California,Zinfandel,Dry Creek Vineyard,2012
43753,91,23.0,California,Sauvignon Blanc,Dutton Estate,2013
43754,91,48.0,California,Pinot Noir,Failla,2013
43756,91,35.0,Washington,Merlot,DaMa,2012
43757,91,30.0,Tuscany,Red Blend,Dei,2011
43758,91,58.0,Burgundy,Pinot Noir,Domaine de Bellene,2012
43760,91,38.0,California,Zinfandel,Dry Creek Vineyard,2012
43762,91,70.0,California,Pinot Noir,Ram's Gate,2012
43763,91,65.0,Burgundy,Chardonnay,Roche de Bellene,2012
43767,91,58.0,California,Pinot Noir,Stuhlmuller Vineyards,2012
43768,93,90.0,Tuscany,Sangiovese Grosso,Lazzeretti,2006
43770,93,47.0,California,Pinot Noir,Marimar Estate,2008
43772,93,94.0,Tuscany,Sangiovese Grosso,Poggio Antico,2007
43773,93,40.0,Tuscany,Sangiovese Grosso,Poggio Nardone,2007
43775,93,45.0,California,Cabernet Sauvignon,Rutherford Grove,2008
43776,93,46.0,California,Pinot Noir,Samsara,2009
43777,93,30.0,Tuscany,Sangiovese Grosso,Tenuta San Giorgio,2007
43780,93,53.0,Washington,Syrah,Dusted Valley,2008
43782,93,52.0,Tuscany,Sangiovese Grosso,Fattoria La Lecciaia,2006
43783,93,58.0,Tuscany,Sangiovese Grosso,Fattoria La Lecciaia,2006
43784,93,50.0,Tuscany,Sangiovese Grosso,Fattoria Scopone,2007
43785,93,100.0,California,Cabernet Sauvignon,Flora Springs,2009
43786,93,55.0,California,Pinot Noir,Gundlach Bundschu,2009
43787,93,49.0,Tuscany,Sangiovese Grosso,Canneta,2006
43789,93,32.0,Washington,Syrah,JM Cellars,2009
43790,93,44.0,Burgundy,Pinot Noir,Louis Jadot,2009
43791,93,47.0,California,Pinot Noir,Marimar Estate,2008
43799,88,25.0,New York,Merlot,T'Jara,2010
43807,88,11.0,Washington,GewÃ¼rztraminer,Chateau Ste. Michelle,2012
43810,88,20.0,Washington,Chardonnay,Savage Grace,2012
43812,88,38.0,California,Sparkling Blend,Iron Horse,2008
43813,88,45.0,California,Sparkling Blend,Iron Horse,2008
43814,88,25.0,Washington,Red Blend,JM Cellars,2011
43817,88,13.0,Washington,Chardonnay,Milbrandt,2012
43820,88,20.0,California,Pinot Noir,Windrun,2013
43822,88,30.0,Veneto,Glera,Masottina,2014
43823,88,15.0,California,Cabernet Sauvignon,Matchbook,2013
43831,88,25.0,California,Pinot Noir,Santa Barbara Winery,2013
43833,88,28.0,Alsace,Sparkling Blend,Sipp Mack,2011
43835,88,90.0,California,Cabernet Sauvignon,Star Lane Vineyard,2011
43838,88,17.0,Oregon,Pinot Gris,Winter's Hill,2014
43840,88,26.0,Oregon,Pinot Noir,St. Innocent,2013
43841,88,20.0,Oregon,RosÃ©,St. Innocent,2014
43845,88,25.0,Alsace,Pinot Blanc,Vignoble des 2 Lunes,2011
43850,87,20.0,Tuscany,Sangiovese,Castello di Poppiano,2004
43853,87,26.0,Washington,Red Blend,Otis Kenyon,2005
43857,87,32.0,California,Zinfandel,Dashe Cellars,2005
43858,87,30.0,California,Syrah,Dogwood,2005
43859,87,30.0,California,Zinfandel,Easton,2005
43862,87,23.0,California,Merlot,Ghost Pines,2005
43864,87,25.0,California,Pinot Noir,Artesa,2006
43865,87,21.0,California,Zinfandel,Balletto,2005
43871,92,55.0,California,Chardonnay,Migration,2010
43872,92,45.0,California,Pinot Noir,Beaulieu Vineyard,2010
43873,92,50.0,California,Chardonnay,Thomas Fogarty,2009
43877,92,45.0,California,Chardonnay,Pessagno,2009
43878,92,85.0,California,Cabernet Sauvignon,Super Sonoman,2008
43880,92,45.0,Tuscany,Cabernet Sauvignon,Castellare di Castellina,2007
43882,92,49.0,California,Pinot Noir,MacPhail,2010
43883,92,30.0,California,Chardonnay,Migration,2010
43884,92,48.0,California,Pinot Noir,Freeman,2010
43885,92,28.0,California,Petite Sirah,Girard,2010
43886,92,60.0,California,Pinot Noir,Walt,2010
43887,92,52.0,California,Pinot Noir,Calera,2009
43888,92,44.0,California,Cabernet Sauvignon,Cobblestone,2009
43890,92,24.0,California,Sauvignon Blanc,Cosa Obra,2011
43891,92,60.0,California,Pinot Noir,Lucie,2010
43898,92,40.0,Tuscany,Sangiovese,Ruffino,2007
43899,92,30.0,Tuscany,Sangiovese,Mazzei,2007
43900,85,17.0,Alsace,Riesling,Dopff & Irion,2013
43901,85,16.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Gigault,2012
43904,85,15.0,New York,Pinot Blanc,Glenora,2013
43908,85,15.0,Alsace,Pinot Blanc,Joseph Fritsch,2013
43910,85,30.0,Alsace,RosÃ©,La Cave des Vignerons de Pfaffenheim,2013
43911,85,16.0,Alsace,Pinot Gris,Vieil Armand,2013
43913,85,21.0,New York,Riesling,Tousey,2012
43914,85,32.0,California,Cabernet Sauvignon,Lucas & Lewellen,2011
43917,85,20.0,Alsace,Riesling,Cave de Kientzheim-Kaysersberg,2012
43918,85,20.0,Alsace,White Blend,Dopff & Irion,2011
43922,85,24.0,Piemonte,Nebbiolo,Prinsi,2011
43924,85,29.0,Alsace,Riesling,Domaine Pfister,2012
43928,85,17.0,New York,Merlot,Knapp,2012
43929,88,22.0,California,Cabernet Sauvignon,Kenwood,1997
43930,88,30.0,California,Cabernet Sauvignon,Fetzer,1996
43931,88,18.0,California,Cabernet Sauvignon,Brutocao,1997
43932,88,35.0,California,Cabernet Sauvignon,ChÃ¢teau Souverain,1996
43933,88,16.0,California,Cabernet Sauvignon,Rodney Strong,1997
43937,88,17.0,California,Cabernet Sauvignon,Kendall-Jackson,1997
43938,88,15.0,California,Cabernet Sauvignon,Fetzer,1997
43940,88,22.0,California,Pinot Noir,Meridian,1998
43947,88,11.0,California,Cabernet Sauvignon,Wente,1997
43954,87,24.0,California,Cabernet Sauvignon,Kunde,1996
43955,87,35.0,California,Champagne Blend,Thornton,1995
43959,92,76.0,Burgundy,Pinot Noir,Domaine Jacques Prieur,2009
43963,92,18.0,Washington,Sauvignon Blanc,Efeste,2010
43964,92,45.0,Washington,Syrah,Gramercy,2009
43966,92,70.0,Piemonte,Nebbiolo,Cascina Ballarin,2007
43969,92,45.0,Washington,Syrah,Mark Ryan,2008
43970,92,55.0,Piemonte,Nebbiolo,Michele Chiarlo,2006
43971,92,65.0,Piemonte,Nebbiolo,Moccagatta,2008
43972,92,100.0,Piemonte,Nebbiolo,Prunotto,2007
43974,92,48.0,Washington,Cabernet Sauvignon,Brian Carter Cellars,2008
43978,93,36.0,California,White Blend,Barden,2015
43983,93,48.0,California,Chardonnay,FEL,2014
43988,93,65.0,California,Chardonnay,Merryvale,2014
43992,93,28.0,California,Syrah,Sinor-LaVallee,2014
43994,93,35.0,Oregon,Chardonnay,BergstrÃ¶m,2014
43995,93,60.0,Oregon,Pinot Noir,BergstrÃ¶m,2014
43996,93,80.0,California,Pinot Noir,Blue Farm,2014
43997,93,32.0,California,Sauvignon Blanc,Brander,2015
44000,93,30.0,California,Cabernet Sauvignon,Daou,2015
44001,88,14.0,Oregon,Pinot Blanc,Foris,2013
44002,93,32.0,California,Red Blend,Derby,2012
44003,93,40.0,California,Zinfandel,Renwood,2014
44004,93,60.0,California,Chardonnay,Rusack,2015
44006,93,50.0,California,Cabernet Sauvignon,Smith-Madrone,2013
44008,88,16.0,Oregon,Riesling,Brandborg,2012
44010,88,75.0,Veneto,Red Blend,Castellani Michele & Figli,2010
44014,88,25.0,California,Sparkling Blend,Rock Wall,2013
44021,88,22.0,Oregon,Pinot Noir,JoletÃ©,2012
44024,88,50.0,Burgundy,Pinot Noir,Manuel Olivier,2012
44026,88,38.0,California,Pinot Noir,Migration,2012
44029,87,20.0,Burgundy,Chardonnay,Vincent,2012
44032,91,32.0,Washington,Syrah,Saviah,2008
44033,91,25.0,Washington,Chardonnay,Saviah,2009
44035,91,32.0,Washington,Bordeaux-style Red Blend,Coeur d'Alene,2007
44036,91,42.0,California,Sparkling Blend,Gloria Ferrer,2007
44041,91,64.0,California,Pinot Noir,Jeriko,2010
44042,91,28.0,California,Sparkling Blend,Laetitia,2008
44044,91,95.0,California,Cabernet Sauvignon,Sebastiani,2008
44048,91,35.0,Washington,Syrah,Cadaretta,2008
44051,91,9.0,Washington,Riesling,Chateau Ste. Michelle,2010
44054,91,25.0,California,Cabernet Sauvignon,Martin Ray,2009
44055,91,40.0,Washington,Syrah,McCrea Cellars,2006
44057,82,10.0,California,Cabernet Sauvignon,Glen Ellen,2009
44058,82,23.0,Washington,Sangiovese,San Juan Vineyards,2008
44059,82,15.0,Washington,Riesling,San Juan Vineyards,2009
44066,81,8.0,California,Chardonnay,Redwood Creek,2009
44067,81,25.0,California,Merlot,Black Box,2008
44087,87,35.0,California,Cabernet Sauvignon,Domaine Chandon,2009
44089,87,35.0,Burgundy,Pinot Noir,Domaines Devillard,2009
44092,87,20.0,California,Cabernet Sauvignon,Donati,2008
44099,87,25.0,Oregon,Viognier,Folin Cellars,2011
44102,87,14.0,Oregon,Pinot Gris,Grandmaster,2011
44104,87,22.0,California,Cabernet Sauvignon,Hobo,2010
44109,87,25.0,California,Red Blend,Trentadue,2009
44111,89,28.0,Washington,Merlot,Tamarack Cellars,2000
44112,89,18.0,Washington,White Blend,McCrea,2000
44113,89,38.0,California,Pinot Noir,Cinnabar,1999
44114,89,22.0,California,Sangiovese,Deerfield Ranch,1999
44119,88,14.0,California,Pinot Grigio,Babcock,2001
44120,88,60.0,Washington,Merlot,Apex,1998
44122,88,16.0,California,Chardonnay,Clos du Bois,2000
44123,88,15.0,Washington,Cabernet Sauvignon,Columbia Winery,1999
44125,88,38.0,Washington,Merlot,Woodward Canyon,2000
44128,88,11.0,Washington,Syrah,Snoqualmie,2000
44129,88,14.0,Washington,Sauvignon Blanc,Waterbrook,2001
44130,88,28.0,California,Zinfandel,Truchard,2000
44131,88,30.0,California,Merlot,Kenwood,1999
44132,88,24.0,California,Petite Sirah,Markham,1998
44138,88,10.0,Washington,Riesling,Seven Hills,2001
44141,86,36.0,California,Tempranillo,Gundlach Bundschu,2007
44142,86,60.0,California,Cabernet Sauvignon,Hawkes,2006
44143,86,18.0,Oregon,Riesling,Amity Vineyards,2008
44144,86,29.0,California,Chardonnay,Bedarra,2008
44153,86,35.0,New York,Sparkling Blend,WÃ¶lffer,2006
44154,86,16.0,Oregon,RosÃ©,Patton Valley,2009
44155,86,48.0,California,Cabernet Sauvignon,Hunnicutt,2007
44156,86,33.0,California,Sparkling Blend,Iron Horse,2005
44159,86,25.0,New York,Merlot,Sherwood House Vineyards,2004
44160,86,33.0,New York,Sparkling Blend,Sparkling Pointe,2005
44161,86,15.0,Tuscany,Red Blend,Teruzzi & Puthod,2006
44169,84,20.0,California,Pinot Noir,Savannah-Chanelle,2001
44186,84,8.0,Veneto,White Blend,Bolla,2000
44190,84,17.0,California,Pinot Noir,Saintsbury,2001
44194,90,40.0,Oregon,Pinot Noir,Maison L'EnvoyÃ©,2012
44195,90,19.0,California,RhÃ´ne-style White Blend,Midsummer Cellars,2013
44196,90,14.0,California,RosÃ©,Pinot Patch,2013
44199,90,55.0,California,Pinot Noir,Black Kite,2011
44200,90,80.0,California,Pinot Noir,Calera,2011
44204,90,95.0,California,Cabernet Sauvignon,Coup de Foudre,2010
44206,90,48.0,Oregon,Pinot Noir,Lachini,2010
44207,90,50.0,Oregon,Chardonnay,Lachini,2011
44212,90,75.0,Tuscany,Sangiovese,Fuligni,2009
44214,90,40.0,California,Cabernet Sauvignon,Herzog,2011
44215,90,30.0,California,Chardonnay,La Crema,2012
44218,92,38.0,Washington,Cabernet Sauvignon,Chateau Rollat,2005
