points,price,province,variety,winery,Year
85,20.0,Oregon,Riesling,Van Duzer,2013
85,25.0,California,Merlot,Donati,2012
85,60.0,Tuscany,Red Blend,Guado al Melo,2011
85,18.0,Oregon,Pinot Gris,Van Duzer,2014
85,13.0,California,Sauvignon Blanc,Acumen,2013
85,15.0,Tuscany,Red Blend,Aia Vecchia,2012
85,15.0,Tuscany,Red Blend,I Veroni,2013
85,18.0,California,Sauvignon Blanc,Martin Ranch,2013
87,80.0,Tuscany,Sangiovese,Citille di Sopra,2011
87,14.0,California,Cabernet Sauvignon,Estancia,2014
87,12.0,California,Sauvignon Blanc,Estancia,2015
87,25.0,New York,Red Blend,Hudson-Chatham,2014
87,40.0,Tuscany,Sangiovese,Verbena,2012
87,18.0,California,Rhône-style Red Blend,Vinum,2014
87,14.0,California,Chardonnay,Vinum,2015
87,27.0,California,Cabernet Sauvignon,Frei Brothers,2013
87,40.0,Tuscany,Sangiovese,Bonacchi,2012
87,28.0,Washington,Malbec,Camaraderie,2013
87,100.0,Tuscany,Sangiovese,Camigliano,2011
87,18.0,California,Zinfandel,Camp,2015
90,23.0,California,Chardonnay,Shannon Ridge,2013
90,80.0,Oregon,Pinot Noir,Sokol Blosser,2012
90,40.0,California,Sauvignon Blanc,Spring Mountain Vineyard,2012
90,35.0,California,Rhône-style Red Blend,Tablas Creek,2012
90,18.0,California,Chardonnay,Wildhurst,2012
90,21.0,Oregon,Pinot Blanc,WillaKenzie Estate,2013
90,80.0,California,Cabernet Sauvignon,Hall,2011
90,26.0,California,Chardonnay,Alta,2012
90,30.0,California,Viognier,Arrowood,2012
90,60.0,California,Cabernet Sauvignon,Brandlin,2011
90,25.0,California,Pinot Gris,Buena Vista,2013
90,40.0,Veneto,Garganega,Fattori,2011
90,18.0,Oregon,Pinot Gris,Iris Vineyards,2013
90,44.0,California,Pinot Noir,Marimar Estate,2012
86,22.0,Oregon,Pinot Noir,Willamette Valley Vineyards,2012
86,24.0,California,Sauvignon Blanc,Clos du Val,2012
86,45.0,Tuscany,White Blend,Diadema,2012
86,10.0,California,Pinot Grigio,Guenoc,2012
85,15.0,California,Chardonnay,Angeline,2012
85,32.0,California,Chardonnay,Hoyt Family Vineyards,2011
85,27.0,California,Chardonnay,Kunde,2012
92,72.0,Champagne-Ardenne,Chardonnay,Pierre Gimonnet et Fils,2006
92,50.0,California,Pinot Noir,La Montagne,2012
92,61.0,California,Pinot Noir,Testarossa,2012
92,50.0,California,Pinot Noir,Davis Family,2012
92,40.0,California,Pinot Noir,Evening Land,2012
92,50.0,California,Pinot Noir,Clos La Chance,2012
92,60.0,California,Pinot Noir,Fulcrum,2012
92,55.0,California,Pinot Noir,Gainey,2012
92,42.0,Oregon,Tempranillo,Dominio IV,2006
92,60.0,California,Pinot Noir,FEL,2012
92,60.0,Oregon,Pinot Noir,Elk Cove,2012
92,100.0,California,Chardonnay,Equinox,1998
92,40.0,Veneto,Red Blend,Fattori,2010
92,50.0,California,Pinot Noir,Fess Parker,2012
92,70.0,Veneto,Red Blend,Santi,2008
92,45.0,Oregon,Malbec,Seven Hills,2012
92,40.0,Burgundy,Chardonnay,Simonnet-Febvre,2012
92,36.0,Burgundy,Chardonnay,La Chablisienne,2012
87,45.0,California,Tempranillo,Corner 103,2013
87,36.0,California,Rhône-style Red Blend,Dante Robere,2013
87,35.0,Tuscany,Sangiovese,Dievole,2013
87,18.0,California,Zinfandel,EOS,2013
87,37.0,Tuscany,Sangiovese,Fattoria di Petroio,2011
87,55.0,California,Pinot Noir,Fess Parker,2013
87,24.0,Oregon,Riesling,Torii Mor,2014
87,16.0,Tuscany,Red Blend,Valdipiatta,2014
87,35.0,Oregon,Tempranillo,Valley View,2011
87,15.0,Tuscany,Red Blend,Bibbiano,2014
87,20.0,Tuscany,Red Blend,Boscarelli,2014
87,36.0,California,Cabernet Sauvignon,Buehler,2013
87,22.0,Tuscany,Red Blend,Castello di Meleto,2013
87,36.0,California,Red Blend,Longevity,2011
87,35.0,Tuscany,Red Blend,Istine,2013
85,40.0,California,Pinot Noir,J. Jacaman,2006
85,15.0,California,Merlot,Maddalena,2004
85,19.0,California,Gewürztraminer,Navarro,2006
85,22.0,California,Chardonnay,Handley,2006
84,13.0,California,Merlot,Sonoma Creek,2006
84,38.0,California,Pinot Noir,Silver Mountain,2007
84,25.0,California,Red Blend,Bink,2007
84,65.0,California,Red Blend,Hunt Cellars,2005
84,35.0,California,Tempranillo,Madrigal,2008
84,20.0,California,Pinot Noir,Dahlia,2008
84,10.0,California,Pinot Grigio,McManis,2009
84,28.0,California,Pinot Noir,Roche,2008
84,46.0,California,Syrah,Kynsi,2006
88,25.0,California,Mourvèdre,Jada Vineyard & Winery,2014
88,60.0,California,Pinot Noir,Landmark,2012
88,27.0,Oregon,Pinot Noir,Longplay,2012
88,22.0,Oregon,Rosé,Lumos,2014
87,38.0,California,Pinot Noir,Bailiwick,2012
87,10.0,California,Chardonnay,Belle Ambiance,2013
87,85.0,Tuscany,Red Blend,Brancaia,2010
87,25.0,California,Pinot Noir,Chateau St. Jean,2013
87,22.0,California,Bordeaux-style Red Blend,Cinnabar,2013
87,40.0,California,Cabernet Sauvignon,Courtney Benham,2012
97,59.0,California,Pinot Noir,Williams Selyem,2012
96,95.0,California,Cabernet Sauvignon,Darioush,2011
96,85.0,Oregon,Pinot Noir,The Eyrie Vineyards,2012
96,85.0,Oregon,Pinot Noir,Domaine Drouhin Oregon,2011
96,65.0,California,Chardonnay,Williams Selyem,2012
95,65.0,Oregon,Chardonnay,Domaine Drouhin Oregon,2012
95,86.0,Oregon,Pinot Noir,Shea,2012
95,79.0,California,Pinot Noir,Williams Selyem,2012
95,39.0,Oregon,Zinfandel,Sineann,2013
95,59.0,Alsace,Gewürztraminer,Trimbach,2008
95,78.0,California,Chardonnay,Hanzell,2012
95,78.0,California,Pinot Noir,Williams Selyem,2012
95,55.0,California,Chardonnay,Williams Selyem,2012
95,85.0,Alsace,Gewürztraminer,Domaine Zind-Humbrecht,2012
95,60.0,California,Pinot Noir,Laetitia,2012
94,35.0,Sicilia,Red Blend,Le Casematte,2012
88,22.0,New York,Chardonnay,Kontokosta,2014
88,20.0,New York,Pinot Blanc,Heron Hill,2015
88,20.0,Tuscany,Red Blend,Gagliole,2013
88,80.0,Tuscany,Sangiovese,Brunelli Martoccia,2010
88,22.0,Tuscany,Red Blend,Bruni,2015
88,24.0,Tuscany,Red Blend,Tenuta Sette Cieli,2014
88,32.0,California,Zinfandel,Jaxon Keys,2013
88,17.0,New York,Rosé,Lamoreaux Landing,2015
88,15.0,New York,Gewürztraminer,Lamoreaux Landing,2015
88,30.0,California,Chardonnay,Luke Donald,2013
88,28.0,Tuscany,Red Blend,Banfi,2013
88,27.0,Tuscany,Vermentino,Bruni,2015
88,32.0,California,Cabernet Sauvignon,Buck Shack,2014
88,70.0,Tuscany,Red Blend,Castello di Bossi,2012
88,95.0,California,Merlot,Duckhorn,2013
88,18.0,California,Chardonnay,Franciscan,2014
88,23.0,Washington,Syrah,Novelty Hill,2013
88,40.0,New York,Pinot Noir,Osprey's Dominion,2014
88,17.0,New York,Riesling,Red Newt Cellars,2014
88,12.0,California,Merlot,Sand Point,2013
88,22.0,California,Red Blend,Sean Minor,2013
88,16.0,New York,Pinot Gris,Sheldrake Point,2015
88,18.0,Washington,Riesling,Tempus Cellars,2014
88,30.0,Tuscany,Sangiovese,Le Ragnaie,2013
88,45.0,New York,Petit Verdot,Lieb,2014
88,12.0,California,Viognier,McManis,2015
88,28.0,Washington,Sangiovese,Novelty Hill,2013
88,23.0,California,Syrah,Pech Merle,2015
88,20.0,California,Pinot Noir,Sketchbook,2014
88,19.0,Alsace,Gewürztraminer,Allimant-Laugner,2015
88,30.0,Washington,Merlot,Januik,2013
88,26.0,California,Merlot,Kenwood,2013
87,19.0,Piemonte,Barbera,Marcarini,2013
87,50.0,Tuscany,Red Blend,Rocca di Frassinello,2013
87,10.0,Washington,White Blend,14 Hands,2013
87,18.0,Washington,Sauvignon Blanc,Ancestry,2014
87,25.0,Washington,Chardonnay,Ancestry,2014
87,15.0,California,Sauvignon Blanc,Ancient Peaks,2014
87,12.0,Washington,Pinot Grigio,Anew,2014
87,18.0,California,Sangiovese,Benessere,2014
87,17.0,New York,Riesling,Billsboro,2013
87,16.0,Aquitaine,Bordeaux-style Red Blend,Château de Ricaud,2012
87,55.0,California,Petite Sirah,Summit Lake,2010
87,25.0,Aquitaine,Bordeaux-style Red Blend,Château Moya,2012
87,20.0,Aquitaine,Bordeaux-style White Blend,Château Puygueraud,2014
87,23.0,California,Pinot Noir,Chesebro,2011
87,21.0,Aquitaine,Bordeaux-style Red Blend,Closerie du Bailli,2012
87,18.0,California,Pinot Noir,Cosa Obra,2014
87,15.0,California,Chardonnay,Cosentino,2013
86,35.0,California,Merlot,Clos Pegase,2010
86,12.0,California,Pinot Noir,HandCraft,2013
86,13.0,Oregon,Pinot Gris,Kudos,2014
86,28.0,Oregon,Pinot Noir,Melrose,2012
86,12.0,California,Chardonnay,Estancia,2013
86,15.0,California,Petite Sirah,Frey,2013
86,32.0,Oregon,Pinot Noir,Gresser,2012
86,40.0,Oregon,Syrah,Griffin Creek,2011
86,55.0,California,Meritage,Rodney Strong,2012
92,28.0,Washington,Syrah,Upland Estates,2008
92,25.0,California,Grenache,Cedarville Vineyard,2009
92,42.0,Sicilia,Red Blend,Cusumano,2008
92,49.0,Burgundy,Chardonnay,Domaine Christian Moreau Père et Fils,2009
92,65.0,Burgundy,Chardonnay,Domaine Vrignaud,2009
92,50.0,Burgundy,Chardonnay,Domaine Vrignaud,2009
92,60.0,Burgundy,Chardonnay,Domaine Vrignaud,2010
92,28.0,California,Chardonnay,J Vineyards & Winery,2010
92,27.0,California,Viognier,Jaffurs,2010
92,80.0,Burgundy,Chardonnay,Olivier Leflaive,2009
92,41.0,Sicilia,Moscato,Planeta,2010
92,34.0,Washington,Syrah,Ross Andrew,2009
92,50.0,Washington,Bordeaux-style Red Blend,Tamarack Cellars,2007
92,40.0,Washington,Cabernet Sauvignon,Tranche,2007
92,60.0,California,Bordeaux-style Red Blend,Yates Family Vineyard,2008
92,44.0,California,Syrah,Zaca Mesa,2008
92,48.0,California,Cabernet Sauvignon,Clos Pegase,2008
88,30.0,California,Pinot Gris,Keller,2014
88,24.0,Oregon,Pinot Noir,Left Coast Cellars,2016
88,45.0,California,Pinot Noir,Lost Canyon,2014
88,85.0,California,Cabernet Sauvignon,Materra Cunat Family Vineyards,2013
88,16.0,California,Sauvignon Blanc,McFadden,2016
88,17.0,Oregon,Rosé,Rainstorm,2016
88,30.0,California,Barbera,Renwood,2014
88,30.0,California,Pinot Noir,Stephen Ross,2015
88,18.0,Veneto,Glera,Adami,2016
88,22.0,Washington,Cabernet Sauvignon,Canoe Ridge,2014
88,34.0,Tuscany,Sangiovese,Querciavalle,2006
88,25.0,New York,Cabernet Franc,Hermann J. Wiemer,2008
88,29.0,Tuscany,Sangiovese,Jacopo Biondi-Santi,2007
88,25.0,Tuscany,Sangiovese,Suberli,2006
88,30.0,Tuscany,Sangiovese,Tenuta Villa Trasqua,2006
88,22.0,California,Syrah,Buttonwood Farm,2008
88,15.0,New York,Cabernet Franc,Heron Hill,2007
88,50.0,California,Bordeaux-style Red Blend,Fleming Jenkins,2007
88,44.0,California,Pinot Noir,Freeman,2008
88,11.0,Washington,Chardonnay,Ryan Patrick,2009
91,25.0,California,Syrah,Zaca Mesa,2009
91,80.0,Aquitaine,Bordeaux-style Red Blend,Château le Pape,2010
91,26.0,Aquitaine,Bordeaux-style Red Blend,Château Rahoul,2005
91,44.0,California,Pinot Noir,Bailiwick,2010
91,45.0,Aquitaine,Bordeaux-style Red Blend,Château Lamothe-Bergeron,2010
91,23.0,Aquitaine,Bordeaux-style White Blend,Château Turcaud,2011
89,42.0,Washington,Syrah,Fielding Hills,2014
89,15.0,Piemonte,Barbera,Fontanafredda,2015
89,25.0,California,Rosé,Grgich Hills,2016
89,50.0,Washington,Cabernet Sauvignon,Guardian,2014
89,70.0,Washington,Sangiovese,Leonetti Cellar,2014
89,25.0,Piemonte,Barbera,Mirafiore,2015
89,15.0,New York,Rosé,Osprey's Dominion,2016
89,30.0,California,Cabernet Sauvignon,Parducci,2015
89,20.0,California,Chardonnay,Qupé,2015
89,35.0,California,Syrah,Record Family Wines,2014
89,34.0,California,Cabernet Sauvignon,Sculpterra,2014
89,24.0,Washington,Rosé,Syncline,2016
89,36.0,Washington,Chardonnay,The Walls,2015
89,45.0,Piemonte,Nebbiolo,Vite Colte,2013
89,19.0,Washington,Rosé,Ardor,2016
89,70.0,Piemonte,Nebbiolo,Bersano,2013
90,35.0,Aquitaine,Bordeaux-style Red Blend,Château Lestage Simon,2014
90,21.0,Aquitaine,Bordeaux-style Red Blend,Château Paloumey,2014
90,36.0,Aquitaine,Bordeaux-style Red Blend,Château Teyssier,2014
90,29.0,Tuscany,Red Blend,Dei,2013
90,38.0,Alsace,Pinot Noir,Domaine Charles Frey,2014
90,20.0,Alsace,Pinot Noir,Domaine Rieflé-Landmann,2015
90,30.0,Tuscany,Sangiovese,Ridolfi,2015
90,64.0,Tuscany,Sangiovese,Romeo,2011
90,40.0,California,Pinot Noir,Schug,2013
90,42.0,Tuscany,Red Blend,Serni Fulvio Luigi,2013
90,75.0,California,Pinot Noir,Two Sisters,2014
90,44.0,California,Chardonnay,E16,2014
90,30.0,Alsace,Riesling,Joseph Cattin,2015
90,32.0,Tuscany,Red Blend,La Calonica,2013
90,65.0,Tuscany,Sangiovese,La Fornace,2012
90,45.0,California,Pinot Noir,Lula,2013
90,50.0,Tuscany,Sangiovese,Marchesato degli Aleramici,2012
90,45.0,Tuscany,Chardonnay,Marchesi de' Frescobaldi,2015
90,36.0,Oregon,Cabernet Sauvignon,Marshall Davis,2014
90,35.0,Oregon,Pinot Noir,Omero,2014
90,35.0,California,Chardonnay,Parmeson,2014
91,75.0,Burgundy,Chardonnay,Louis Latour,2009
91,28.0,California,Zinfandel,Ridge,2009
91,80.0,Piemonte,Nebbiolo,Attilio Ghisolfi,2005
91,50.0,Washington,Bordeaux-style Red Blend,Brian Carter Cellars,2006
91,55.0,Piemonte,Barbera,Ca' Viola,2008
91,92.0,Burgundy,Chardonnay,Camille Giroud,2008
91,65.0,California,Pinot Noir,Donum,2008
91,50.0,California,Pinot Noir,Fritz,2009
91,25.0,Washington,Cabernet Franc,Tranche,2007
91,75.0,Piemonte,Nebbiolo,Virna Borgogno,2007
91,60.0,Piemonte,Nebbiolo,Bel Colle,2007
91,30.0,Washington,Bordeaux-style Red Blend,Brian Carter Cellars,2007
82,19.0,California,Chardonnay,San Simeon,2005
82,13.0,California,Chardonnay,Sebastiani,2006
82,10.0,California,Merlot,Kirkland Signature,2005
81,11.0,California,Cabernet Sauvignon,Stephen Vincent,2005
81,18.0,California,Zinfandel,Trinitas,2004
86,35.0,California,Petite Sirah,Trinitas,2010
86,45.0,Oregon,Pinot Noir,Willamette Valley Vineyards,2010
86,30.0,California,Zinfandel,Proulx,2010
86,32.0,California,Chardonnay,Pure Cru,2010
86,55.0,Oregon,Pinot Noir,Torii Mor,2010
86,45.0,California,Syrah,Kaleidos,2008
86,36.0,California,Sangiovese,Muscardini,2010
86,36.0,California,Zinfandel,Adelaida,2010
86,60.0,California,Pinot Noir,Babcock,2011
86,13.0,Aquitaine,Bordeaux-style Red Blend,Calvet,2010
86,65.0,California,Grenache,Clos Solène,2010
90,15.0,California,Gewürztraminer,Husch,2016
90,45.0,Washington,Cabernet Sauvignon,Januik,2014
90,86.0,Burgundy,Chardonnay,Jean-Luc and Paul Aegerter,2015
90,78.0,Burgundy,Chardonnay,Louis Latour,2015
90,23.0,California,Chardonnay,Mount Eden Vineyards,2015
90,20.0,California,Rosé,Navarro,2016
90,48.0,Piemonte,Nebbiolo,Negro Giuseppe,2014
90,23.0,Washington,Merlot,Novelty Hill,2014
90,28.0,Washington,Syrah,Novelty Hill,2014
90,20.0,Washington,Sauvignon Blanc,Novelty Hill,2015
90,75.0,Piemonte,Nebbiolo,Piero Busso,2013
90,20.0,Washington,Riesling,Poet's Leap,2016
90,16.0,New York,Gewürztraminer,Red Newt Cellars,2014
90,60.0,California,Chardonnay,Amor Fati,2015
90,27.0,California,Vermentino,Bella Grace,2016
90,17.0,New York,Gewürztraminer,Bellangelo,2014
90,24.0,California,Sauvignon Blanc,Broman,2016
94,48.0,California,Chardonnay,Barden,2015
94,68.0,California,Pinot Noir,Demetria,2014
94,95.0,California,Cabernet Sauvignon,Frank Family,2013
94,29.0,Veneto,Garganega,Gini,2015
93,70.0,Oregon,Pinot Noir,King Estate,2014
93,48.0,Oregon,Pinot Noir,Patricia Green Cellars,2015
93,51.0,California,Chardonnay,The Calling,2014
93,45.0,California,Chardonnay,Babcock,2015
93,40.0,California,Grenache,Margerum,2014
93,55.0,California,Syrah,Nicora,2014
93,40.0,Oregon,Chardonnay,Ponzi,2014
93,85.0,California,Pinot Noir,Challen,2013
93,40.0,California,Syrah,Chamisal Vineyards,2014
93,94.0,California,Chardonnay,Grgich Hills,2014
93,80.0,California,Sparkling Blend,Schramsberg,2012
88,46.0,California,Cabernet Sauvignon,VJB,2004
88,29.0,Oregon,Pinot Noir,Torii Mor,2006
88,22.0,California,Barbera,Indian Rock,2005
88,25.0,Oregon,Pinot Noir,Willamette Valley Vineyards,2006
81,29.0,New York,Sangiovese,Ventosa,2007
97,85.0,Washington,Cabernet Sauvignon,Abeja,2007
96,44.0,Washington,Chardonnay,Woodward Canyon,2009
96,44.0,California,Pinot Noir,Samsara,2008
95,85.0,Washington,Riesling,Poet's Leap,2008
95,38.0,Washington,Merlot,Abeja,2008
95,95.0,Burgundy,Pinot Noir,Louis Jadot,2005
87,20.0,Washington,Bordeaux-style Red Blend,Robert Karl,2010
87,25.0,California,Syrah,Rock Wren,2009
87,32.0,California,Chardonnay,Romililly,2012
87,17.0,Washington,Cabernet Sauvignon,Ross Andrew,2010
87,38.0,California,Bordeaux-style Red Blend,Sculpterra,2010
87,18.0,New York,Riesling,Silver Thread,2012
87,50.0,Tuscany,Sangiovese,Tenuta Vitanza,2009
87,18.0,California,Merlot,Wente,2011
87,50.0,California,Pinot Noir,ZD,2012
87,14.0,New York,Rosé,Hosmer,2012
87,38.0,California,Pinot Noir,Kessler-Haak,2011
87,20.0,Washington,Dolcetto,Kyra,2011
87,85.0,Tuscany,Sangiovese,La Mannella,2009
87,48.0,Piemonte,Nebbiolo,Livio Voghera,2007
87,25.0,California,Viognier,Peachy Canyon,2012
86,24.0,California,Pinot Noir,Loring Wine Company,2012
86,18.0,California,Red Blend,Michael David,2011
86,10.0,California,Sauvignon Blanc,Peltier,2012
86,36.0,Tuscany,Sangiovese,Ridolfi,2009
86,25.0,New York,Riesling,Silver Thread,2012
86,60.0,Tuscany,Sangiovese,Talenti,2009
86,50.0,Tuscany,Red Blend,Tenuta di Vaira,2010
89,25.0,California,Gewürztraminer,Clif Family,2013
89,25.0,Washington,Rhône-style White Blend,Forgeron,2013
89,29.0,Washington,Merlot,Golden Ridge,2012
89,90.0,Washington,Cabernet Sauvignon,Alleromb,2011
89,35.0,Tuscany,Red Blend,Boscarelli,2012
89,50.0,Tuscany,Red Blend,Casale Daviddi,2011
89,37.0,Tuscany,Sangiovese,Castellani,2010
89,21.0,Tuscany,Red Blend,Pieve de' Pitti,2011
89,52.0,Washington,Cabernet Franc,Revelry,2012
89,30.0,Washington,Cabernet Sauvignon,Saviah,2012
89,25.0,Washington,Chardonnay,Saviah,2013
86,10.0,California,Pinot Noir,Peltier,2014
86,12.0,California,Chardonnay,Leese-Fitch,2014
86,35.0,California,Zinfandel,Spicy Vines,2013
86,35.0,California,Viognier,Cooper-Garrod,2014
86,30.0,California,Red Blend,Darcie Kent Vineyards,2013
86,25.0,California,Red Blend,Atrea,2013
86,39.0,California,Pinot Noir,Byington,2014
86,16.0,Washington,Cabernet Sauvignon,Canoe Ridge,2014
86,12.0,California,Sauvignon Blanc,Geyser Peak,2014
86,25.0,California,Malbec,Darcie Kent Vineyards,2015
88,25.0,Burgundy,Chardonnay,Vignerons de Buxy,2009
88,12.0,Washington,Pinot Gris,Waterbrook,2011
88,25.0,California,Pinot Noir,Wine Spots,2010
88,25.0,Veneto,"Corvina, Rondinella, Molinara",Novaia,2009
88,59.0,Burgundy,Pinot Noir,Nuiton-Beaunoy,2009
88,19.0,Washington,Sauvignon Blanc,Page Cellars,2010
88,58.0,California,Pinot Noir,Patz & Hall,2010
88,35.0,Veneto,"Corvina, Rondinella, Molinara",Scriani,2007
88,18.0,New York,Gewürztraminer,Sheldrake Point,2011
88,16.0,New York,Riesling,Rooster Hill,2010
88,29.0,Veneto,"Corvina, Rondinella, Molinara",Cantine Lenotti di Lenotti,2009
88,68.0,Burgundy,Pinot Noir,Chanson Père et Fils,2009
88,20.0,Veneto,"Corvina, Rondinella, Molinara",Corte San Benedetto,2008
88,39.0,California,Sauvignon Blanc,Del Dotto,2011
88,26.0,Burgundy,Chardonnay,Domaine Faiveley,2010
88,22.0,Veneto,"Corvina, Rondinella, Molinara",Gamba,2009
88,32.0,Veneto,Red Blend,Fabiano,2007
88,25.0,New York,Riesling,Heron Hill,2009
86,28.0,California,Champagne Blend,S. Anderson,1996
86,40.0,California,Zinfandel,Louis M. Martini,1997
86,24.0,Oregon,Champagne Blend,Rex Hill,1993
85,17.0,Burgundy,Pinot Noir,Calvet,1998
85,50.0,Oregon,Pinot Noir,Benton-Lane,1998
85,7.0,Aquitaine,Bordeaux-style White Blend,Calvet,1998
85,20.0,Oregon,Pinot Noir,Amity,1998
85,25.0,Oregon,Pinot Noir,Bethel Heights,1998
85,15.0,California,Zinfandel,Dry Creek Vineyard,1998
84,29.0,California,Champagne Blend,Schramsberg,1997
84,10.0,California,Zinfandel,Montevina,1998
84,7.0,Aquitaine,Bordeaux-style Red Blend,Calvet,1998
84,12.0,Oregon,Pinot Noir,Eola Hills,1998
84,30.0,Oregon,Pinot Noir,Benton-Lane,1998
84,7.0,Aquitaine,Bordeaux-style Red Blend,Calvet,1998
83,10.0,Oregon,Pinot Noir,Firesteed,1998
91,42.0,Oregon,Pinot Noir,Panther Creek,2006
91,100.0,Piemonte,Nebbiolo,La Spinetta,2005
91,100.0,Piemonte,Nebbiolo,Massolino,2005
91,40.0,Piemonte,Nebbiolo,Musso,2005
91,86.0,Piemonte,Nebbiolo,Oddero,2004
91,35.0,Oregon,Tempranillo,Abacela,2006
91,60.0,Piemonte,Nebbiolo,Contratto,2000
91,22.0,Alsace,Riesling,Domaine Ehrhart,2006
91,31.0,Alsace,Pinot Gris,Lucien Albrecht,2005
91,60.0,California,Bordeaux-style Red Blend,Madrigal,2004
91,55.0,Piemonte,Nebbiolo,Marchesi di Barolo,2004
91,75.0,Piemonte,Nebbiolo,Palladino,2004
91,75.0,Piemonte,Nebbiolo,Viberti,2003
91,70.0,Piemonte,Nebbiolo,Fratelli Alessandria,2005
91,60.0,California,Cabernet Sauvignon,Hawkes,2005
90,26.0,California,Zinfandel,Adelaida,2006
90,48.0,Piemonte,Nebbiolo,Boffa,2005
87,36.0,California,Pinot Noir,Sarah's Vineyard,2012
87,80.0,California,Bordeaux-style Red Blend,Star Lane Vineyard,2010
87,20.0,California,Pinot Noir,Taken Wine Co.,2013
87,24.0,Oregon,Pinot Noir,Iris Vineyards,2013
87,45.0,California,Pinot Noir,Vino Vargas,2012
87,80.0,Veneto,Red Blend,Domìni Veneti,2008
87,13.0,Aquitaine,Bordeaux-style Red Blend,Exem,2012
87,29.0,Veneto,Garganega,Cantina del Castello,2007
89,28.0,California,Cabernet Sauvignon,Martellotto,2013
88,32.0,California,Merlot,Gundlach Bundschu,2012
