province,year,variety,points
Oregon,2009,Syrah,89
California,2012,Pinot Noir,89
Oregon,2013,Pinot Gris,89
California,2012,Pinot Noir,89
Veneto,2008,Red Blend,89
Oregon,2013,Gewürztraminer,89
California,2012,Pinot Noir,89
Burgundy,2011,Chardonnay,89
California,2012,Pinot Noir,89
California,2007,Red Blend,85
California,2009,Chardonnay,85
California,2008,Red Blend,85
California,2008,Pinot Noir,85
California,2009,Tempranillo,85
Washington,2008,Cabernet Sauvignon,85
California,2009,Merlot,84
California,2010,Sauvignon Blanc,84
California,2010,Pinot Grigio,84
California,2008,Rhône-style Red Blend,84
California,2008,Bordeaux-style Red Blend,84
Aquitaine,2009,Bordeaux-style Red Blend,84
California,2010,Pinot Grigio,84
California,2008,Merlot,84
California,2009,Pinot Noir,84
Washington,2009,Riesling,84
Washington,2009,Nebbiolo,84
Aquitaine,2012,Bordeaux-style Red Blend,86
California,2013,Viognier,86
Piedmont,2009,Nebbiolo,86
Oregon,2012,Pinot Noir,86
California,2013,Pinot Gris,86
Piedmont,2009,Nebbiolo,86
Aquitaine,2013,Bordeaux-style White Blend,86
Piedmont,2010,Nebbiolo,86
California,2013,Rosé,86
Aquitaine,2011,Bordeaux-style Red Blend,86
Oregon,2013,Gewürztraminer,86
Aquitaine,2013,Sauvignon Blanc,86
California,2013,Tannat,86
California,2011,Rhône-style White Blend,86
Aquitaine,2010,Merlot,86
Aquitaine,2013,Bordeaux-style White Blend,86
Aquitaine,2013,Rosé,86
Piedmont,2010,Nebbiolo,86
California,2011,Merlot,86
Oregon,2012,Pinot Noir,86
California,2013,Red Blend,85
Washington,2014,Merlot,85
California,2014,Pinot Noir,85
California,2014,Chardonnay,85
California,2014,Red Blend,85
Tuscany,2015,Red Blend,85
New York,2015,Chardonnay,85
Tuscany,2012,Red Blend,85
California,2015,Merlot,85
California,2013,Cabernet Sauvignon,85
Tuscany,2014,Red Blend,85
Tuscany,2015,Rosato,85
Tuscany,2011,Sangiovese,85
California,2012,Pinot Noir,85
California,2015,Chenin Blanc,85
Tuscany,2014,Merlot,85
Tuscany,2014,Red Blend,85
California,2014,Pinot Noir,85
Washington,2014,Chardonnay,90
California,2013,Chardonnay,90
Burgundy,2014,Chardonnay,90
Burgundy,2014,Chardonnay,90
Burgundy,2014,Chardonnay,90
Veneto,2010,Red Blend,90
Veneto,2007,Red Blend,90
California,2015,White Blend,90
Burgundy,2014,Chardonnay,90
Washington,2014,Cabernet Sauvignon,90
Veneto,2012,Red Blend,90
Burgundy,2014,Pinot Noir,90
Burgundy,2015,Chardonnay,90
California,2013,Cabernet Sauvignon,90
Washington,2012,Cabernet Sauvignon,90
California,2013,Malbec,90
Veneto,2008,Red Blend,90
Washington,2013,Merlot,90
California,2013,Petite Sirah,90
Veneto,2012,Red Blend,90
Aquitaine,2012,Sauvignon Blanc,93
California,2011,Zinfandel,93
Washington,2012,Chardonnay,93
California,2010,Cabernet Sauvignon,93
California,2012,Cabernet Sauvignon,93
California,2013,Chardonnay,93
Tuscany,2010,Sangiovese,93
Aquitaine,2012,Bordeaux-style Red Blend,93
California,2012,Chardonnay,93
Washington,2010,Cabernet Sauvignon,93
Washington,2012,Syrah,93
California,2012,Chardonnay,93
Aquitaine,2012,Bordeaux-style Red Blend,93
Tuscany,2011,Red Blend,93
California,2008,Cabernet Sauvignon,93
Washington,2010,Bordeaux-style Red Blend,93
California,2009,Port,93
Tuscany,2010,Sangiovese,93
Tuscany,2010,Sangiovese,93
Tuscany,2010,Sangiovese,93
Alsace,2015,Pinot Gris,90
Alsace,2014,Gewürztraminer,90
California,2012,Bordeaux-style Red Blend,90
Washington,2013,Bordeaux-style Red Blend,90
California,2013,Zinfandel,90
California,2013,Pinot Noir,90
California,2015,Rosé,90
California,2013,Merlot,90
Washington,2013,Red Blend,90
California,2015,Sauvignon Blanc,90
California,2014,Gewürztraminer,90
New York,2015,Riesling,90
Washington,2013,Bordeaux-style Red Blend,90
California,2014,Pinot Noir,90
Washington,2014,Cabernet Franc,90
Washington,2013,Cabernet Sauvignon,90
New York,2015,Rosé,90
Washington,2013,Cabernet Sauvignon,90
Washington,2014,Chardonnay,90
Washington,2013,Syrah,90
California,2013,Petite Sirah,90
California,2014,Chardonnay,90
Oregon,2012,Chardonnay,94
Burgundy,2012,Pinot Noir,94
Burgundy,2011,Chardonnay,94
Burgundy,2011,Chardonnay,94
Burgundy,2012,Chardonnay,94
California,2012,Pinot Noir,94
Burgundy,2012,Chardonnay,94
Burgundy,2012,Chardonnay,94
Burgundy,2012,Chardonnay,94
Burgundy,2012,Pinot Noir,93
California,2012,Pinot Noir,93
Champagne-Ardenne,1999,Champagne Blend,93
Burgundy,2012,Chardonnay,93
Burgundy,2012,Chardonnay,93
California,2012,Pinot Noir,93
Burgundy,2012,Chardonnay,93
California,2011,Pinot Noir,93
California,2012,Pinot Noir,93
Burgundy,2012,Pinot Noir,93
Oregon,2012,Pinot Noir,93
Champagne-Ardenne,2009,Champagne Blend,93
California,2012,Pinot Noir,93
Veneto,2010,Red Blend,93
California,2012,Pinot Noir,93
Burgundy,2007,Chardonnay,89
Burgundy,2008,Chardonnay,89
Burgundy,2008,Chardonnay,89
Burgundy,2008,Chardonnay,89
California,2008,Pinot Noir,89
Washington,2007,Syrah,89
Washington,2009,Viognier,89
Burgundy,2008,Chardonnay,89
Burgundy,2008,Chardonnay,89
California,2011,Bordeaux-style Red Blend,94
California,2012,Syrah,94
Washington,2012,Syrah,94
Piedmont,2008,Nebbiolo,94
California,2012,Syrah,94
California,2012,Merlot-Cabernet Sauvignon,94
California,2012,Syrah,94
California,2010,Syrah,94
California,2012,Chardonnay,94
Piedmont,2010,Nebbiolo,94
California,2012,Pinot Noir,94
Piedmont,2009,Nebbiolo,94
California,2012,Bordeaux-style Red Blend,94
Washington,2012,Red Blend,92
Washington,2012,Bordeaux-style Red Blend,92
Tuscany,2012,Red Blend,92
Aquitaine,2012,Bordeaux-style Red Blend,92
Washington,2012,Syrah,92
Washington,2013,Chardonnay,92
Washington,2011,Bordeaux-style Red Blend,92
Washington,2009,Syrah,92
Tuscany,2009,Red Blend,92
Washington,2012,Cabernet Sauvignon,92
Washington,2012,Bordeaux-style Red Blend,92
Washington,2013,Syrah,92
California,2011,Pinot Noir,92
California,2011,Pinot Noir,92
Washington,2012,Cabernet Sauvignon,92
Washington,2011,Red Blend,92
Washington,2012,Bordeaux-style Red Blend,92
Tuscany,2013,Red Blend,92
Washington,2012,Rhône-style Red Blend,92
Washington,2006,Sauvignon Blanc,81
Veneto,2007,Prosecco,81
Washington,2003,Cabernet Sauvignon,81
California,2004,Merlot,80
Burgundy,2005,Pinot Noir,94
California,2005,Pinot Noir,95
California,2004,Bordeaux-style Red Blend,95
California,2006,Chardonnay,95
Burgundy,2011,Pinot Noir,92
California,2010,Cabernet Sauvignon,92
California,2009,Cabernet Franc,92
Washington,2010,Bordeaux-style Red Blend,92
California,2010,Cabernet Sauvignon,92
Veneto,2008,Red Blend,92
Washington,2010,Touriga Nacional,92
California,2011,Pinot Noir,92
Washington,2011,White Blend,92
Veneto,2009,Red Blend,92
Washington,2010,Merlot,92
Washington,2010,Syrah,92
California,2011,Pinot Noir,92
Washington,2010,Bordeaux-style Red Blend,92
California,2010,Syrah,92
Washington,2010,Red Blend,92
Veneto,2010,Red Blend,92
Washington,2010,Syrah,92
Washington,2012,Sauvignon Blanc,92
California,2009,Cabernet Sauvignon,92
Veneto,2006,Red Blend,92
Veneto,2009,Red Blend,92
Champagne-Ardenne,2007,Champagne Blend,94
Champagne-Ardenne,2008,Champagne Blend,94
California,2015,Red Blend,94
Champagne-Ardenne,2012,Champagne Blend,94
California,2014,Syrah,94
Alsace,2015,Riesling,94
Alsace,2015,Riesling,94
Alsace,2014,Pinot Gris,94
Alsace,2015,Gewürztraminer,94
California,2015,Pinot Noir,94
Alsace,2011,Gewürztraminer,94
California,2013,Cabernet Sauvignon,94
Champagne-Ardenne,2000,Champagne Blend,94
Alsace,2016,Riesling,94
Champagne-Ardenne,2012,Champagne Blend,94
Alsace,2015,Riesling,94
Alsace,2014,Riesling,94
California,2014,Cabernet Sauvignon,94
California,2015,Chardonnay,94
California,2015,Pinot Noir,94
Alsace,2015,Gewürztraminer,94
Alsace,2014,Riesling,94
California,2015,Sauvignon Blanc,94
California,2015,Pinot Noir,94
Alsace,2015,Riesling,94
Alsace,2015,Riesling,94
Oregon,2015,Chardonnay,94
California,2013,Pinot Noir,92
Sicilia,2010,Nerello Cappuccio,92
California,2012,Pinot Noir,92
California,2013,Pinot Noir,92
California,2012,Chardonnay,92
Burgundy,2011,Pinot Noir,92
Washington,2010,Syrah,92
California,2011,G-S-M,92
California,2009,Pinot Noir,92
Burgundy,2011,Pinot Noir,92
Burgundy,2011,Pinot Noir,92
Burgundy,2011,Chardonnay,92
California,2010,Pinot Noir,92
Washington,2011,Cabernet Sauvignon,92
Burgundy,2011,Pinot Noir,92
Burgundy,2011,Chardonnay,92
Burgundy,2011,Pinot Noir,92
Burgundy,2011,Pinot Noir,92
Washington,2011,Riesling,88
Piedmont,2011,Cortese,88
California,2009,Zinfandel,88
Piedmont,2008,Nebbiolo,88
Piedmont,2009,Nebbiolo,88
Piedmont,2009,Nebbiolo,88
Washington,2010,Sauvignon Blanc,88
California,2010,Zinfandel,88
California,2009,Cabernet Sauvignon,88
California,2011,Arneis,88
California,2010,Chardonnay,88
California,2008,Merlot,88
California,2009,Zinfandel,88
Piedmont,2009,Nebbiolo,88
New York,2010,Pinot Grigio,88
New York,2011,Rosé,88
New York,2011,Rosé,88
Aquitaine,2010,Bordeaux-style Red Blend,88
Aquitaine,2015,Bordeaux-style Red Blend,91
Aquitaine,2015,Bordeaux-style Red Blend,91
Aquitaine,2014,Bordeaux-style Red Blend,91
Aquitaine,2015,Bordeaux-style Red Blend,91
California,2014,Cabernet Sauvignon,91
California,2014,Pinot Noir,91
California,2015,Chardonnay,91
California,2015,Pinot Noir,91
California,2013,Bordeaux-style Red Blend,91
California,2012,Pinot Noir,91
California,2015,Red Blend,91
California,2012,Cabernet Sauvignon,91
California,2015,Viognier,91
California,2014,Syrah,91
California,2014,Cabernet Sauvignon,91
California,2013,Cabernet Sauvignon,91
California,2006,Pinot Noir,88
Sicilia,2006,Nero d'Avola,88
Washington,2005,Counoise,88
Washington,2006,Viognier,88
Sicilia,2006,White Blend,88
Washington,2006,Viognier,88
Sicilia,2004,Zibibbo,88
Sicilia,2006,Nero d'Avola,88
Washington,2005,Carmenère,88
California,2012,Cabernet Sauvignon,95
California,2012,Cabernet Sauvignon,94
Oregon,2012,Pinot Noir,94
California,2012,Pinot Noir,94
California,2012,Cabernet Sauvignon,94
California,2012,Pinot Noir,94
California,2013,Pinot Noir,94
California,2012,Cabernet Sauvignon,94
California,2011,Pinot Noir,94
California,2012,Cabernet Sauvignon,94
California,2010,Bordeaux-style Red Blend,94
California,2012,Pinot Noir,94
California,2012,Cabernet Sauvignon,94
California,2012,Chardonnay,94
Oregon,2012,Pinot Noir,94
California,2009,Chardonnay,85
New York,2009,Chardonnay,85
New York,2008,Chardonnay,85
California,2009,Merlot,85
New York,2010,Cabernet Franc,85
California,2009,Pinot Noir,85
California,2007,Petite Sirah,85
Aquitaine,2009,Bordeaux-style Red Blend,85
Aquitaine,2010,Bordeaux-style White Blend,85
Aquitaine,2010,Bordeaux-style Red Blend,85
California,2009,Tempranillo,85
Aquitaine,2010,Bordeaux-style Red Blend,85
Aquitaine,2010,Bordeaux-style Red Blend,85
Washington,2008,Sangiovese,85
Washington,2008,Tempranillo,85
California,2008,Cabernet Sauvignon,85
New York,2010,Chardonnay,85
California,2009,Primitivo,85
Tuscany,2012,Sangiovese,97
California,2014,Pinot Noir,97
Aquitaine,2014,Bordeaux-style White Blend,97
Aquitaine,2014,Bordeaux-style Red Blend,97
Aquitaine,2014,Bordeaux-style Red Blend,97
Aquitaine,2014,Bordeaux-style Red Blend,97
Aquitaine,2014,Bordeaux-style Red Blend,97
Aquitaine,2014,Bordeaux-style Red Blend,96
Aquitaine,2014,Bordeaux-style Red Blend,96
Aquitaine,2014,Bordeaux-style Red Blend,96
Aquitaine,2014,Bordeaux-style Red Blend,96
Alsace,2015,Riesling,96
Oregon,2014,Pinot Noir,96
Tuscany,2012,Sangiovese,96
California,2014,Pinot Noir,96
Aquitaine,2014,Bordeaux-style Red Blend,96
Aquitaine,2014,Bordeaux-style White Blend,96
Aquitaine,2014,Bordeaux-style Red Blend,96
California,2013,Syrah,96
California,2014,Syrah,96
Oregon,2014,Pinot Noir,96
Tuscany,2012,Sangiovese,96
Aquitaine,2014,Bordeaux-style Red Blend,96
Aquitaine,2014,Bordeaux-style Red Blend,96
Alsace,2007,Pinot Gris,96
Alsace,2014,Riesling,96
Oregon,2014,Pinot Noir,96
Aquitaine,2014,Bordeaux-style Red Blend,96
California,2014,Pinot Noir,96
California,2013,Merlot,90
Veneto,2013,Garganega,90
Washington,2012,Tempranillo,90
New York,2014,Chardonnay,89
Piedmont,2011,Nebbiolo,89
Washington,2013,Bordeaux-style Red Blend,89
California,2014,Pinot Noir,89
New York,2013,Merlot,89
Piedmont,2012,Cortese,89
Washington,2013,Tempranillo,89
Piedmont,2011,Arneis,89
New York,2013,Cabernet Franc,89
California,2013,Tempranillo,89
California,2013,Pinot Noir,89
California,2009,Meritage,89
Piedmont,2011,Nebbiolo,89
California,2014,Zinfandel,88
Washington,2014,Malbec,88
Burgundy,2015,Chardonnay,88
California,2016,Viognier,88
California,2016,Pinot Noir,88
Oregon,2015,Pinot Noir,88
California,2014,Chardonnay,88
California,2014,Petite Sirah,88
California,2013,Grenache,88
California,2015,Sauvignon Blanc,88
California,2015,Chardonnay,88
California,2012,Red Blend,88
California,2015,Grenache Blanc,88
Oregon,2014,Pinot Noir,88
Washington,2014,Cabernet Sauvignon,88
California,2014,Cabernet Sauvignon,88
Washington,2014,Cabernet Sauvignon,88
Tuscany,2011,White Blend,88
Burgundy,2015,Chardonnay,88
Sicilia,2016,Grillo,88
Washington,2013,Malbec,88
California,2015,Chardonnay,88
California,2015,Chardonnay,88
Washington,2014,Cabernet Sauvignon,88
California,2012,Pinot Noir,91
Oregon,2011,Pinot Noir,91
Oregon,2011,Pinot Noir,91
Burgundy,2012,Pinot Noir,91
Burgundy,2012,Pinot Noir,91
Burgundy,2012,Chardonnay,91
Veneto,2011,Red Blend,91
California,2012,Pinot Noir,91
California,2012,Pinot Noir,91
California,2012,Pinot Noir,91
Oregon,2012,Pinot Noir,91
California,2011,Pinot Noir,90
Burgundy,2011,Pinot Noir,90
New York,2013,Riesling,85
Washington,2012,Pinot Gris,85
Aquitaine,2013,Bordeaux-style Red Blend,85
Aquitaine,2013,Bordeaux-style Red Blend,85
Aquitaine,2013,Bordeaux-style Red Blend,85
Aquitaine,2013,Bordeaux-style Red Blend,85
Aquitaine,2012,Bordeaux-style Red Blend,85
Aquitaine,2012,Bordeaux-style Red Blend,85
Aquitaine,2013,Bordeaux-style Red Blend,85
Aquitaine,2014,Bordeaux-style White Blend,85
California,2012,Rhône-style Red Blend,85
California,2014,Pinot Gris,85
California,2014,Albariño,85
Washington,2013,Sauvignon Blanc,85
California,2012,Red Blend,85
Washington,2011,Cabernet Sauvignon,85
California,2016,Pinot Grigio,86
California,2014,Chardonnay,86
Aquitaine,2016,Bordeaux-style White Blend,86
Aquitaine,2015,Bordeaux-style Red Blend,86
Aquitaine,2016,Bordeaux-style Red Blend,86
Aquitaine,2015,Bordeaux-style Red Blend,86
Aquitaine,2016,Sauvignon-Sémillon,86
Aquitaine,2016,Sauvignon Blanc-Semillon,86
Aquitaine,2011,Bordeaux-style Red Blend,86
Veneto,2015,Red Blend,86
California,2015,Cabernet Sauvignon,86
California,2014,Red Blend,86
California,2014,Cabernet Sauvignon,86
California,2016,Sauvignon Blanc,86
California,2009,Chardonnay,89
Washington,2008,Cabernet Sauvignon,89
California,2010,Chardonnay,89
California,2010,Zinfandel,89
Washington,2009,Bordeaux-style Red Blend,88
California,2007,Meritage,88
Washington,2009,Bordeaux-style Red Blend,88
California,2008,Syrah-Grenache,88
California,2007,Chardonnay,88
Piedmont,2008,Sparkling Blend,87
California,2014,Pinot Noir,87
Aquitaine,2014,Bordeaux-style Red Blend,87
Aquitaine,2014,Bordeaux-style Red Blend,87
Aquitaine,2014,Bordeaux-style Red Blend,87
Aquitaine,2014,Bordeaux-style Red Blend,87
Aquitaine,2014,Bordeaux-style Red Blend,87
Aquitaine,2014,Bordeaux-style Red Blend,87
Aquitaine,2014,Merlot,87
Oregon,2013,Pinot Noir,87
California,2015,Albariño,87
California,2014,Roussanne,87
Oregon,2014,Pinot Noir,87
California,2015,Sauvignon Blanc,87
California,2013,Red Blend,87
California,2013,Merlot,87
Aquitaine,2014,Bordeaux-style Red Blend,87
California,2009,Rhône-style Red Blend,84
California,2010,Pinot Grigio,84
California,2009,Chardonnay,84
California,2007,Cabernet Sauvignon,84
California,2009,Pinot Noir,84
California,2009,Grenache,84
California,2007,Cabernet Sauvignon,84
Aquitaine,2009,Bordeaux-style Red Blend,84
California,2008,Zinfandel,84
Washington,2008,Cabernet Sauvignon,84
California,2009,Chardonnay,84
California,2009,Chardonnay,84
Aquitaine,2010,Rosé,83
Aquitaine,2012,Bordeaux-style Red Blend,89
Aquitaine,2012,Bordeaux-style Red Blend,89
Aquitaine,2012,Bordeaux-style Red Blend,88
Aquitaine,2012,Bordeaux-style Red Blend,88
Aquitaine,2012,Bordeaux-style Red Blend,88
Aquitaine,2012,Bordeaux-style Red Blend,88
Aquitaine,2012,Bordeaux-style Red Blend,87
Aquitaine,2012,Bordeaux-style Red Blend,87
Aquitaine,2012,Bordeaux-style Red Blend,97
Aquitaine,2012,Bordeaux-style Red Blend,97
Aquitaine,2012,Bordeaux-style Red Blend,96
Aquitaine,2012,Bordeaux-style Red Blend,96
Aquitaine,2012,Bordeaux-style Red Blend,95
Aquitaine,2012,Bordeaux-style Red Blend,95
Aquitaine,2012,Bordeaux-style Red Blend,95
Aquitaine,2012,Bordeaux-style Red Blend,95
Aquitaine,2012,Bordeaux-style Red Blend,95
Aquitaine,2012,Bordeaux-style Red Blend,95
Aquitaine,2012,Bordeaux-style Red Blend,95
Aquitaine,2012,Bordeaux-style Red Blend,94
Aquitaine,2012,Bordeaux-style Red Blend,94
Aquitaine,2012,Bordeaux-style Red Blend,94
Aquitaine,2012,Bordeaux-style Red Blend,94
Aquitaine,2012,Bordeaux-style Red Blend,94
Aquitaine,2012,Bordeaux-style Red Blend,94
Aquitaine,2012,Bordeaux-style Red Blend,94
Aquitaine,2012,Bordeaux-style Red Blend,94
Aquitaine,2012,Bordeaux-style Red Blend,94
Aquitaine,2012,Bordeaux-style Red Blend,94
Aquitaine,2012,Bordeaux-style Red Blend,93
Washington,2008,Syrah,93
California,2010,Chardonnay,93
Piedmont,2009,Nebbiolo,93
California,2009,Syrah,93
Washington,2010,Chardonnay,93
Piedmont,2008,Nebbiolo,93
Washington,2008,Red Blend,93
Champagne-Ardenne,2002,Champagne Blend,93
California,2010,Chardonnay,93
California,2009,Pinot Noir,93
California,2009,Cabernet Sauvignon-Merlot,93
California,2010,Chardonnay,93
Piedmont,2008,Nebbiolo,93
California,2010,Chardonnay,93
Aquitaine,2009,Bordeaux-style White Blend,93
Piedmont,2006,Nebbiolo,93
Aquitaine,2009,Bordeaux-style White Blend,92
Washington,2009,Malbec,92
Washington,2009,Petite Verdot,92
California,2009,Syrah,92
California,2011,Albariño,92
Piedmont,2005,Nebbiolo,92
Piedmont,2008,Nebbiolo,92
Piedmont,2007,Nebbiolo,92
Alsace,2015,Riesling,93
California,2013,Syrah,93
California,2014,Chardonnay,93
Oregon,2015,Riesling,93
California,2014,Pinot Noir,93
California,2015,Pinot Noir,93
Alsace,2014,Pinot Gris,93
Alsace,2015,Riesling,93
Alsace,2015,Riesling,93
Alsace,2015,Riesling,93
Washington,2014,Syrah,93
California,2012,Cabernet Sauvignon,93
Alsace,2015,Riesling,93
Alsace,2015,Gewürztraminer,93
Alsace,2015,Riesling,93
Alsace,2015,Riesling,93
Alsace,2015,Riesling,93
Alsace,2015,Gewürztraminer,93
California,2013,Zinfandel,93
California,2014,Merlot,93
Washington,2013,Sangiovese,90
Washington,2008,Cabernet Sauvignon,90
Washington,2013,Rosé,90
Washington,2012,Gewürztraminer,90
Washington,2011,Red Blend,90
Washington,2011,Cabernet Sauvignon,90
California,2013,Sauvignon Blanc,90
Washington,2012,Malbec,90
New York,2012,Pinot Gris,90
California,2012,Pinot Noir,90
Sicilia,2012,White Blend,90
California,2011,Cabernet Sauvignon,90
Washington,2011,Syrah,87
New York,2012,Riesling,87
New York,2012,Riesling,87
Washington,2010,Cabernet Franc,87
Sicilia,2012,Chardonnay,87
Alsace,2011,Pinot Blanc,87
California,2012,Sauvignon Blanc,87
New York,2012,Pinot Blanc,87
Sicilia,2013,Catarratto,87
New York,2010,Chardonnay,87
New York,2009,Vidal Blanc,87
New York,2011,Cabernet Franc,87
Alsace,2011,Pinot Blanc,87
New York,2012,Riesling,87
Sicilia,2013,Grillo,86
Sicilia,2013,White Blend,86
California,2011,Cabernet Sauvignon,86
Oregon,2011,Cabernet Sauvignon,86
California,2012,Pinot Noir,86
Alsace,2012,Gewürztraminer,86
Sicilia,2013,White Blend,86
Alsace,2013,Gewürztraminer,86
Alsace,2012,Pinot Gris,86
Alsace,2012,Gewürztraminer,86
Sicilia,2011,Red Blend,86
Oregon,2011,Tempranillo,86
