points,price,province,variety,winery,Precipitation,Temperature
94,85.0,California,Cabernet Sauvignon,Pi̱a,489.67,13.43
93,38.0,California,Mourv̬dre,Anglim,489.67,13.43
93,44.0,California,Rh̫ne-style Red Blend,Epiphany,489.67,13.43
93,65.0,California,Red Blend,Sanguis,489.67,13.43
93,50.0,California,Syrah,Sanguis,489.67,13.43
85,18.0,California,Riesling,Madro̱a,489.67,13.43
85,20.0,California,Chardonnay,Arrowood,489.67,13.43
85,38.0,California,Zinfandel,Seghesio,489.67,13.43
85,22.0,California,Merlot,Oberon,489.67,13.43
89,21.0,California,Chardonnay,Francis Ford Coppola,489.67,13.43
89,55.0,California,Pinot Noir,Martellotto,489.67,13.43
89,20.0,California,Grenache,Amador Foothill Winery,489.67,13.43
92,38.0,California,Zinfandel,Saxon Brown,489.67,13.43
91,34.0,California,Chardonnay,Testarossa,489.67,13.43
91,41.0,California,Chardonnay,Testarossa,489.67,13.43
91,50.0,California,Chardonnay,Landmark,489.67,13.43
91,40.0,California,Chardonnay,Landmark,489.67,13.43
91,41.0,California,Chardonnay,Testarossa,489.67,13.43
91,50.0,California,Chardonnay,Gary Farrell,489.67,13.43
91,35.0,California,Chardonnay,Gary Farrell,489.67,13.43
89,46.0,California,Rh̫ne-style Red Blend,Naggiar,489.67,13.43
80,20.0,California,Pinot Noir,Barra of Mendocino,489.67,13.43
89,60.0,California,Malbec,Clavo Cellars,489.67,13.43
88,48.0,California,Chardonnay,Chalk Hill,489.67,13.43
94,90.0,California,Pinot Noir,Donum,489.67,13.43
94,72.0,California,Pinot Noir,Donum,489.67,13.43
94,49.0,California,Pinot Noir,Wrath,489.67,13.43
80,12.0,California,Merlot,Tortoise Creek,489.67,13.43
96,58.0,California,Pinot Noir,Williams Selyem,489.67,13.43
95,85.0,California,Cabernet Sauvignon,Venge,489.67,13.43
88,60.0,California,Cabernet Sauvignon,Peter Paul Wines,489.67,13.43
87,22.0,California,Pinot Grigio,Benessere,489.67,13.43
87,20.0,California,Chardonnay,Wellington,489.67,13.43
87,16.0,California,Sauvignon Blanc,White Oak,489.67,13.43
91,70.0,California,Cabernet Sauvignon,Cliff Lede,489.67,13.43
94,28.0,California,Rh̫ne-style Red Blend,Sol Rouge,489.67,13.43
90,21.0,California,Chardonnay,Pali,489.67,13.43
90,13.0,California,Sauvignon Blanc,Tangent,489.67,13.43
88,30.0,California,Chardonnay,La Crema,489.67,13.43
88,50.0,California,Chardonnay,Lynmar,489.67,13.43
88,39.0,California,Pinot Noir,Williams Selyem,489.67,13.43
88,13.0,California,Sauvignon Blanc,Buena Vista,489.67,13.43
87,45.0,California,Zinfandel,De Loach,489.67,13.43
87,25.0,California,Red Blend,Murrieta's Well,489.67,13.43
87,20.0,California,Cabernet Sauvignon,B.R. Cohn,489.67,13.43
87,36.0,California,Cabernet Sauvignon,Buehler,489.67,13.43
84,30.0,California,Malbec,Rancho Sisquoc,489.67,13.43
91,28.0,California,Chardonnay,Clos Pegase,489.67,13.43
90,16.0,California,Viognier,Zaca Mesa,489.67,13.43
95,50.0,California,Chardonnay,Dutton-Goldfield,489.67,13.43
94,75.0,California,Pinot Noir,Guarachi Family,489.67,13.43
94,55.0,California,Pinot Noir,Tantara,489.67,13.43
94,65.0,California,Pinot Noir,Tantara,489.67,13.43
91,52.0,California,Zinfandel,Proulx,489.67,13.43
88,13.0,California,Zinfandel,Sobon Estate,489.67,13.43
88,21.0,California,Chardonnay,Stolo,489.67,13.43
88,29.0,California,Chardonnay,Joseph Swan Vineyards,489.67,13.43
89,30.0,California,Red Blend,Rock Wall,489.67,13.43
89,35.0,California,Pinot Noir,Windsor Oaks,489.67,13.43
90,50.0,California,Zinfandel,Adelaida,489.67,13.43
90,50.0,California,Pinot Noir,Jeff Gordon,489.67,13.43
90,34.0,California,Zinfandel,Wildhurst,489.67,13.43
90,15.0,California,Red Blend,Jamieson Ranch,489.67,13.43
86,30.0,California,Pinot Noir,Lucas & Lewellen,489.67,13.43
86,54.0,California,Cabernet Sauvignon,Haywood,489.67,13.43
90,75.0,California,Cabernet Sauvignon,Black Stallion,489.67,13.43
89,35.0,California,Syrah,Apsara,489.67,13.43
89,27.0,California,Chardonnay,Edna Valley Vineyard,489.67,13.43
87,22.0,California,Petit Verdot,Broken Earth,489.67,13.43
88,10.0,California,Sauvignon Blanc,Pomelo,489.67,13.43
87,40.0,California,Petit Verdot,Murrieta's Well,489.67,13.43
87,18.0,California,Cabernet Sauvignon,The Girls in the Vineyard,489.67,13.43
87,22.0,California,Cabernet Sauvignon,Edge,489.67,13.43
87,80.0,California,Cabernet Sauvignon,Wente,489.67,13.43
91,49.0,California,Syrah,Leoness,489.67,13.43
91,20.0,California,Zinfandel,Renwood,489.67,13.43
88,55.0,California,Bordeaux-style Red Blend,Coquelicot,489.67,13.43
88,29.0,California,Red Blend,Andis,489.67,13.43
87,41.0,California,Cabernet Sauvignon,Putah Creek,489.67,13.43
88,34.0,California,Chardonnay,Riverbench,489.67,13.43
88,15.0,California,Pinot Noir,Muirwood,489.67,13.43
83,9.0,California,Cabernet Sauvignon,Kirkland Signature,489.67,13.43
88,52.0,California,Pinot Noir,Woodenhead,489.67,13.43
88,25.0,California,Pinot Noir,Fog Head,489.67,13.43
88,35.0,California,Chardonnay,Krutz,489.67,13.43
89,14.0,California,Merlot,L de Lyeth,489.67,13.43
89,70.0,California,Pinot Noir,Lynmar,489.67,13.43
89,30.0,California,Sauvignon Blanc,Nitty Gritty,489.67,13.43
89,27.0,California,Tempranillo,Straight Line,489.67,13.43
89,30.0,California,Zinfandel,Frog's Leap,489.67,13.43
89,50.0,California,Chardonnay,Walt,489.67,13.43
85,22.0,California,Pinot Noir,Kendall-Jackson,489.67,13.43
90,18.0,California,Ros̩,Balletto,489.67,13.43
86,16.0,California,Sauvignon Blanc,Shannon Ridge,489.67,13.43
86,10.0,California,Pinot Grigio,McManis,489.67,13.43
91,40.0,California,Pinot Noir,Foley,489.67,13.43
82,15.0,California,Cabernet Sauvignon,Dreaming Tree,489.67,13.43
82,10.0,California,Merlot,Bogle,489.67,13.43
82,11.0,California,Zinfandel,Bogle,489.67,13.43
82,11.0,California,Petite Sirah,Bogle,489.67,13.43
81,35.0,California,Petite Sirah,Las Positas,489.67,13.43
81,10.0,California,Petite Sirah,Peltier,489.67,13.43
81,32.0,California,Cabernet Sauvignon,Dunning Vineyards,489.67,13.43
81,28.0,California,Pinot Noir,Felten Cellars,489.67,13.43
87,20.0,California,Petite Sirah,Tower 15,489.67,13.43
93,37.0,California,Meritage,Leoness,489.67,13.43
93,55.0,California,Red Blend,Aperture,489.67,13.43
88,18.0,California,Chardonnay,Lava Cap,489.67,13.43
88,30.0,California,Zinfandel,Terra d'Oro,489.67,13.43
88,60.0,California,Pinot Noir,Tolosa,489.67,13.43
90,9.0,California,Chardonnay,Wheelhouse,489.67,13.43
84,17.0,California,Chardonnay,Stickybeak,489.67,13.43
84,13.0,California,Chardonnay,La Merika,489.67,13.43
89,25.0,California,Merlot,Four Sisters Ranch,489.67,13.43
87,25.0,California,Merlot,Kenwood,489.67,13.43
89,18.0,California,Viognier,Wild Horse,489.67,13.43
89,22.0,California,Pinot Grigio,Seghesio,489.67,13.43
95,48.0,California,Pinot Noir,Kynsi,489.67,13.43
88,90.0,California,Cabernet Sauvignon,Star Lane Vineyard,489.67,13.43
92,24.0,California,Sauvignon Blanc,Cosa Obra,489.67,13.43
85,32.0,California,Cabernet Sauvignon,Lucas & Lewellen,489.67,13.43
90,55.0,California,Pinot Noir,Black Kite,489.67,13.43
90,80.0,California,Pinot Noir,Calera,489.67,13.43
90,40.0,California,Cabernet Sauvignon,Herzog,489.67,13.43
85,15.0,California,Syrah,Santa Barbara Winery,489.67,13.43
85,14.0,California,Sauvignon Blanc,Chacewater,489.67,13.43
87,41.0,California,Cabernet Sauvignon,Putah Creek,489.67,13.43
88,30.0,California,Pinot Noir,Kenneth Volk,489.67,13.43
88,50.0,California,Zinfandel,Hunt Cellars,489.67,13.43
94,38.0,California,Pinot Noir,Joseph Swan Vineyards,489.67,13.43
92,17.0,California,Viognier,Tangent,489.67,13.43
85,60.0,California,Cabernet Sauvignon,Trefethen,489.67,13.43
93,56.0,California,Pinot Noir,Silver,489.67,13.43
92,25.0,California,Pinot Blanc,Dutton-Goldfield,489.67,13.43
88,48.0,California,Cabernet Sauvignon,Boyle MacDonald,489.67,13.43
85,24.0,California,Red Blend,Pietra Santa,489.67,13.43
92,95.0,California,Bordeaux-style Red Blend,Chimney Rock,489.67,13.43
84,11.0,California,Chardonnay,Grayson,489.67,13.43
90,58.0,California,Zinfandel,Cairdean Estate,489.67,13.43
90,68.0,California,Syrah,Cairdean Estate,489.67,13.43
88,18.0,California,Zinfandel,Bianchi,489.67,13.43
93,44.0,California,Pinot Noir,Silver Mountain,489.67,13.43
89,60.0,California,Cabernet Sauvignon,Darms Lane,489.67,13.43
89,35.0,California,Chardonnay,Fess Parker,489.67,13.43
89,24.0,California,Chardonnay,Nottingham Cellars,489.67,13.43
89,52.0,California,Pinot Noir,Siduri,489.67,13.43
92,30.0,California,Barbera,La Folia Winery,489.67,13.43
92,49.0,California,Pinot Noir,MacPhail,489.67,13.43
92,36.0,California,Syrah,Prospect 772,489.67,13.43
92,75.0,California,Pinot Noir,Del Dotto,489.67,13.43
87,30.0,California,Pinot Gris,Keller Estate,489.67,13.43
87,16.0,California,Zinfandel,Pedroncelli,489.67,13.43
87,38.0,California,Chardonnay,McIntyre Vineyards,489.67,13.43
87,27.0,California,Pinot Noir,The Forager,489.67,13.43
87,42.0,California,Syrah,Austin Hope,489.67,13.43
85,40.0,California,Pinot Noir,Isabel Mondavi,489.67,13.43
85,42.0,California,Sangiovese,Coquelicot,489.67,13.43
91,16.0,California,White Blend,Vina Robles,489.67,13.43
91,30.0,California,Chardonnay,Falcone,489.67,13.43
85,13.0,California,Moscato,The White Knight,489.67,13.43
88,42.0,California,Merlot,Grgich Hills,489.67,13.43
92,42.0,California,Pinot Noir,Balletto,489.67,13.43
93,27.0,California,Cabernet Sauvignon,Cameron Hughes,489.67,13.43
93,38.0,California,Syrah,Stark,489.67,13.43
93,40.0,California,Syrah,Drew,489.67,13.43
93,58.0,California,Pinot Noir,Dutton-Goldfield,489.67,13.43
87,36.0,California,Sparkling Blend,Yorkville Cellars,489.67,13.43
82,14.0,California,Pinot Noir,Grayson,489.67,13.43
82,20.0,California,Chardonnay,Peacock Cellars,489.67,13.43
82,12.0,California,Chardonnay,Pennywise,489.67,13.43
81,11.0,California,Red Blend,Purple Cowboy,489.67,13.43
85,12.0,California,Cabernet Sauvignon,Leese-Fitch,489.67,13.43
85,16.0,California,Viognier,Mounts,489.67,13.43
87,18.0,California,Meritage,Ehret,489.67,13.43
92,39.0,California,Meritage,Harmony Cellars,489.67,13.43
91,30.0,California,Zinfandel,Joseph Swan Vineyards,489.67,13.43
92,50.0,California,Cabernet Sauvignon,Ruby Hill Winery,489.67,13.43
89,55.0,California,Pinot Noir,Tantara,489.67,13.43
88,22.0,California,Sauvignon Blanc,Clos La Chance,489.67,13.43
88,20.0,California,Chardonnay,Martin Ray,489.67,13.43
90,24.0,California,Rh̫ne-style White Blend,Refugio Ranch,489.67,13.43
84,28.0,California,Zinfandel,Keating,489.67,13.43
84,33.0,California,Sauvignon Blanc,Chalk Hill,489.67,13.43
85,45.0,California,Cabernet Sauvignon,Courtney Benham,489.67,13.43
85,20.0,California,Cabernet Sauvignon,Educated Guess,489.67,13.43
85,30.0,California,Cabernet Sauvignon,Fuse,489.67,13.43
85,32.0,California,Chardonnay,Dierberg,489.67,13.43
91,48.0,California,Syrah,Baiocchi Wines,489.67,13.43
91,54.0,California,Pinot Noir,Fulcrum,489.67,13.43
83,30.0,California,Merlot,Rutherford Hill,489.67,13.43
83,11.0,California,Merlot,Table No. 7,489.67,13.43
87,32.0,California,Pinot Noir,Longoria,489.67,13.43
87,13.0,California,Chardonnay,Parducci,489.67,13.43
87,15.0,California,Cabernet Sauvignon,Bridlewood,489.67,13.43
92,40.0,California,Red Blend,Ferguson Crest,489.67,13.43
92,75.0,California,Syrah,Sanguis,489.67,13.43
92,80.0,California,Red Blend,Sextant,489.67,13.43
92,35.0,California,Zinfandel,Summerwood,489.67,13.43
87,17.0,California,Cabernet Sauvignon,Michael Pozzan,489.67,13.43
87,21.0,California,Syrah,Cedar View Winery,489.67,13.43
87,54.0,California,Pinot Noir,Talley,489.67,13.43
87,25.0,California,Zinfandel,Ballentine,489.67,13.43
92,49.0,California,Pinot Noir,MacPhail,489.67,13.43
92,54.0,California,Pinot Noir,Fulcrum,489.67,13.43
84,42.0,California,Cabernet Sauvignon,City Winery of New York,489.67,13.43
91,28.0,California,Cabernet Sauvignon,Zenaida Cellars,489.67,13.43
85,18.0,California,Chardonnay,Huntington,489.67,13.43
85,12.0,California,Chardonnay,Cable Car,489.67,13.43
85,16.0,California,White Blend,X,489.67,13.43
85,15.0,California,Red Blend,Bridlewood,489.67,13.43
93,32.0,California,Syrah,Sol Rouge,489.67,13.43
93,56.0,California,Cabernet Sauvignon,Daou,489.67,13.43
85,32.0,California,Syrah,Las Positas,489.67,13.43
85,11.0,California,Cabernet Sauvignon,Bogle,489.67,13.43
83,50.0,California,Pinot Noir,Toulouse,489.67,13.43
91,45.0,California,Syrah,MacLaren,489.67,13.43
86,15.0,California,Pinot Noir,Angeline,489.67,13.43
86,30.0,California,Chardonnay,Calcareous,489.67,13.43
86,15.0,California,Ros̩,Chacewater,489.67,13.43
89,50.0,California,Cabernet Sauvignon,Trinchero,489.67,13.43
90,44.0,California,Chardonnay,Talley,489.67,13.43
90,48.0,California,Pinot Noir,Terra Valentine,489.67,13.43
90,41.0,California,Chardonnay,Testarossa,489.67,13.43
90,41.0,California,Chardonnay,Testarossa,489.67,13.43
90,18.0,California,Sauvignon Blanc,Huntington,489.67,13.43
90,21.0,California,Sauvignon Blanc,Margerum,489.67,13.43
86,45.0,California,Pinot Noir,Longoria,489.67,13.43
86,55.0,California,Pinot Noir,Longoria,489.67,13.43
86,18.0,California,Zinfandel,Amador Foothill Winery,489.67,13.43
86,60.0,California,Pinot Noir,Babcock,489.67,13.43
83,13.0,California,Sauvignon Blanc,Bianchi,489.67,13.43
83,20.0,California,Chardonnay,Parkers Estate,489.67,13.43
83,12.0,California,Pinot Noir,Red Pony Ranch,489.67,13.43
82,13.0,California,Chardonnay,Red Pony Ranch,489.67,13.43
82,50.0,California,Cabernet Sauvignon,Hawkstone,489.67,13.43
82,15.0,California,Moscato,Bianchi,489.67,13.43
90,65.0,California,Petite Sirah,Grgich Hills,489.67,13.43
87,19.0,California,Barbera,Enotria,489.67,13.43
85,18.0,California,Red Blend,The Winery SF,489.67,13.43
84,29.0,California,Tempranillo,Vino Vargas,489.67,13.43
83,28.0,California,Pinot Noir,Milliaire,489.67,13.43
83,25.0,California,Pinot Noir,Ca' Momi,489.67,13.43
90,38.0,California,Chardonnay,Jax,489.67,13.43
90,42.0,California,Chardonnay,Patz & Hall,489.67,13.43
90,38.0,California,Pinot Noir,Francis Coppola,489.67,13.43
90,32.0,California,Chardonnay,Trefethen,489.67,13.43
85,20.0,California,Sauvignon Blanc,Armida,489.67,13.43
85,20.0,California,Pinot Grigio,Bota Box,489.67,13.43
85,18.0,California,Cabernet Sauvignon,F.J. Serra,489.67,13.43
85,14.0,California,Chardonnay,Five Rows,489.67,13.43
85,20.0,California,Sauvignon Blanc,Frog's Leap,489.67,13.43
90,14.0,California,Sauvignon Blanc,Husch,489.67,13.43
90,27.0,California,Sauvignon Blanc,Imagery,489.67,13.43
90,30.0,California,Chardonnay,Freemark Abbey,489.67,13.43
90,32.0,California,Viognier,Freemark Abbey,489.67,13.43
86,30.0,California,Pinot Noir,Lincourt,489.67,13.43
86,56.0,California,Sangiovese,Cairdean Estate,489.67,13.43
94,50.0,California,White Blend,Sanguis,489.67,13.43
94,54.0,California,Pinot Noir,Sojourn,489.67,13.43
93,48.0,California,Pinot Noir,Sojourn,489.67,13.43
93,44.0,California,Pinot Noir,Couloir,489.67,13.43
88,25.0,California,Syrah,Sierra Starr,489.67,13.43
88,50.0,California,Red Blend,St. Francis,489.67,13.43
88,55.0,California,Cabernet Sauvignon,Stag's Leap Wine Cellars,489.67,13.43
92,58.0,California,Pinot Noir,Dutton-Goldfield,489.67,13.43
92,45.0,California,Red Blend,ONX,489.67,13.43
86,20.0,California,Merlot,Courtney Benham,489.67,13.43
86,15.0,California,Zinfandel,Rancho Zabaco,489.67,13.43
86,10.0,California,Chardonnay,Smoking Loon,489.67,13.43
86,16.0,California,Red Blend,Naggiar,489.67,13.43
89,60.0,California,Bordeaux-style Red Blend,Corley,489.67,13.43
90,25.0,California,Cabernet Sauvignon,B Side,489.67,13.43
90,20.0,California,Chardonnay,Joseph Carr,489.67,13.43
90,28.0,California,Syrah,Fess Parker,489.67,13.43
87,21.0,California,Chardonnay,Morgan,489.67,13.43
87,25.0,California,Pinot Noir,Healdsburg Ranches,489.67,13.43
87,30.0,California,Chardonnay,Manzoni,489.67,13.43
87,18.0,California,Ros̩,J. Lohr,489.67,13.43
90,35.0,California,Bordeaux-style Red Blend,Rosa d'Oro,489.67,13.43
90,15.0,California,Red Blend,Jamieson Ranch,489.67,13.43
90,18.0,California,Zinfandel,Graziano,489.67,13.43
90,30.0,California,Chardonnay,Truchard,489.67,13.43
87,70.0,California,Red Blend,Chalk Hill,489.67,13.43
87,65.0,California,Cabernet Sauvignon,Wallis Family Estate,489.67,13.43
84,10.0,California,Moscato,Firefly Ridge,489.67,13.43
84,11.0,California,Ros̩,Pedroncelli,489.67,13.43
91,38.0,California,Chardonnay,Gary Farrell,489.67,13.43
91,42.0,California,Pinot Noir,Sojourn,489.67,13.43
91,33.0,California,Pinot Noir,Waxwing,489.67,13.43
89,24.0,California,Chardonnay,R2,489.67,13.43
86,16.0,California,White Blend,Quadrant,489.67,13.43
91,25.0,California,Bordeaux-style Red Blend,Blue Rock,489.67,13.43
85,60.0,California,Pinot Noir,Gary Farrell,489.67,13.43
89,40.0,California,Petite Sirah,Collier Falls,489.67,13.43
92,64.0,California,Cabernet Sauvignon,Prime,489.67,13.43
92,62.0,California,Pinot Noir,Merry Edwards,489.67,13.43
86,59.0,California,Cabernet Sauvignon,Hensteeth,489.67,13.43
88,26.0,California,Chardonnay,Domaine Chandon,489.67,13.43
88,45.0,California,Sauvignon Blanc,Grieve,489.67,13.43
88,40.0,California,Pinot Noir,Phillips Hill,489.67,13.43
88,32.0,California,Chardonnay,Talley,489.67,13.43
84,33.0,California,Cabernet Sauvignon,Billhook,489.67,13.43
94,62.0,California,Pinot Noir,Foxen,489.67,13.43
88,27.0,California,Barbera,Fiddletown Cellars,489.67,13.43
88,38.0,California,Pinot Noir,Grey Stack,489.67,13.43
90,35.0,California,Cabernet Sauvignon,Emblem,489.67,13.43
90,60.0,California,Pinot Noir,Hirsch,489.67,13.43
92,17.0,California,Viognier,Tangent,489.67,13.43
87,34.0,California,Pinot Noir,Talley,489.67,13.43
87,32.0,California,Pinot Noir,Tolosa,489.67,13.43
87,35.0,California,Cabernet Sauvignon,Clayhouse,489.67,13.43
87,28.0,California,Chardonnay,Clos du Val,489.67,13.43
86,50.0,California,Zinfandel,Wilson,489.67,13.43
90,25.0,California,Sauvignon Blanc,Brander,489.67,13.43
92,40.0,California,Pinot Noir,Rusack,489.67,13.43
92,52.0,California,Pinot Noir,Siduri,489.67,13.43
92,20.0,California,Viognier,Cedarville Vineyard,489.67,13.43
94,60.0,California,Pinot Noir,Testarossa,489.67,13.43
94,60.0,California,Pinot Noir,Testarossa,489.67,13.43
94,67.0,California,Pinot Noir,Testarossa,489.67,13.43
93,75.0,California,Chardonnay,Paul Hobbs,489.67,13.43
93,75.0,California,Chardonnay,Stonestreet,489.67,13.43
93,59.0,California,Chardonnay,Testarossa,489.67,13.43
93,62.0,California,Pinot Noir,Testarossa,489.67,13.43
90,46.0,California,Red Blend,Daou,489.67,13.43
86,14.0,California,Chardonnay,Sebastiani,489.67,13.43
85,25.0,California,Cabernet Sauvignon,Storyteller,489.67,13.43
85,45.0,California,Pinot Noir,Vino Vargas,489.67,13.43
85,38.0,California,Zinfandel,Haywood,489.67,13.43
92,36.0,California,Syrah,Monte De Oro,489.67,13.43
86,18.0,California,Petite Sirah,Rosenblum,489.67,13.43
85,26.0,California,Chardonnay,Chateau Lettau,489.67,13.43
84,23.0,California,Chardonnay,Lafond,489.67,13.43
84,11.0,California,Cabernet Sauvignon,Beaulieu Vineyard,489.67,13.43
84,11.0,California,Merlot,Beaulieu Vineyard,489.67,13.43
92,60.0,California,Pinot Noir,Testarossa,489.67,13.43
91,35.0,California,Grenache,Landmark,489.67,13.43
91,36.0,California,Chardonnay,Talley,489.67,13.43
91,45.0,California,Chardonnay,Gary Farrell,489.67,13.43
91,55.0,California,Pinot Noir,Landmark,489.67,13.43
88,30.0,California,Red Blend,Carter Estate,489.67,13.43
87,16.0,California,Chardonnay,Hoopla,489.67,13.43
87,20.0,California,Ros̩,St. Francis,489.67,13.43
87,13.0,California,Viognier,The White Knight,489.67,13.43
86,20.0,California,Cabernet Sauvignon,Bota Box,489.67,13.43
84,60.0,California,Syrah,Pride Mountain,489.67,13.43
84,42.0,California,Zinfandel,Hunnicutt,489.67,13.43
88,19.0,California,Chardonnay,Justin,489.67,13.43
88,40.0,California,Petite Sirah,Summers,489.67,13.43
85,25.0,California,Merlot,Justin,489.67,13.43
92,62.0,California,Pinot Noir,Merry Edwards,489.67,13.43
92,45.0,California,Red Blend,ONX,489.67,13.43
91,45.0,California,Red Blend,ONX,489.67,13.43
87,37.0,California,Chardonnay,Beringer,489.67,13.43
87,16.0,California,White Blend,Andrew Murray,489.67,13.43
91,16.0,California,Pinot Gris,Kenwood,489.67,13.43
95,40.0,California,Syrah,Donkey & Goat,489.67,13.43
88,24.0,California,Chardonnay,Joyce,489.67,13.43
88,35.0,California,Pinot Noir,Joyce,489.67,13.43
88,24.0,California,Sauvignon Blanc,Salvestrin,489.67,13.43
89,40.0,California,Zinfandel,Jana,489.67,13.43
89,22.0,California,Zinfandel,Quivira,489.67,13.43
93,35.0,California,Chardonnay,Au Bon Climat,489.67,13.43
